,postcode,gemiddelde_woz_waarde_woning,gemeente,geometry
347625,7031,218,Doetinchem,
347840,7035,227,Montferland,
347903,7036,289,Montferland,
347922,7037,220,Montferland,
347962,7037,220,Beek,
348004,7038,209,Montferland,
348097,7039,247,Montferland,
348147,7041,156,Montferland,
348392,7044,304,Montferland,
348412,7045,234,Montferland,
348447,7047,222,Montferland,
348493,7048,315,Montferland,
348506,7051,197,Oude IJsselstreek,
348706,7054,233,Oude IJsselstreek,
348769,7055,276,Oude IJsselstreek,
348821,7061,170,Oude IJsselstreek,
348976,7064,185,Oude IJsselstreek,
349156,7065,264,Oude IJsselstreek,
349211,7071,180,Oude IJsselstreek,
349492,7075,210,Oude IJsselstreek,
349554,7076,229,Oude IJsselstreek,
349582,7077,236,Oude IJsselstreek,
349604,7078,238,Oude IJsselstreek,
349644,7081,184,Oude IJsselstreek,
349790,7083,275,Oude IJsselstreek,
349809,7084,253,Oude IJsselstreek,
349850,7091,178,Aalten,
350067,7095,269,Aalten,
350118,7101,154,Winterswijk,
350489,7102,149,Winterswijk,
350622,7103,160,Winterswijk,
350803,7104,257,Winterswijk,
350862,7105,260,Winterswijk,
350878,7106,253,Winterswijk,
350898,7107,300,Winterswijk,
350926,7108,275,Winterswijk,
350967,7109,278,Winterswijk,
350994,7113,251,Winterswijk,
351006,7115,263,Winterswijk,
351019,7119,278,Winterswijk,
351035,7121,179,Aalten,
351297,7122,203,Aalten,
351560,7123,195,Aalten,
351588,7126,165,Aalten,
351643,7131,190,Oost Gelre,
351961,7132,239,Oost Gelre,
352026,7134,243,Oost Gelre,
352075,7135,215,Oost Gelre,
352121,7136,228,Oost Gelre,
352195,7137,239,Oost Gelre,
352272,7141,177,Oost Gelre,
352569,7142,244,Oost Gelre,
352599,7151,180,Berkelland,
352844,7152,230,Berkelland,
352959,7156,243,Berkelland,
353104,7157,270,Berkelland,
353154,7161,196,Berkelland,
353501,7165,262,Berkelland,
353544,7201,185,Zutphen,
353776,7202,180,Zutphen,
353831,7203,168,Zutphen,
353972,7204,138,Zutphen,
354262,7205,181,Zutphen,
354335,7206,155,Zutphen,
354468,7207,218,Zutphen,
354663,7211,250,Lochem,
354696,7211,250,Deventer,
354807,7213,303,Lochem,
354978,7214,371,Lochem,
355079,7215,448,Lochem,
355117,7216,397,Lochem,
355136,7217,317,Lochem,
355217,7218,324,Lochem,
355288,7221,235,Bronckhorst,
355373,7223,260,Bronckhorst,
355420,7224,325,Bronckhorst,
355423,7225,260,Bronckhorst,
355432,7226,347,Bronckhorst,
355448,7227,280,Bronckhorst,
355482,7231,253,Zutphen,
355684,7232,204,Zutphen,
355759,7233,312,Bronckhorst,
355776,7234,287,Bronckhorst,
355798,7241,263,Lochem,
356095,7242,186,Lochem,
356250,7244,296,Lochem,
356344,7245,303,Lochem,
356511,7251,255,Bronckhorst,
356832,7255,231,Bronckhorst,
356900,7255,231,Hengelo,
357065,7256,237,Bronckhorst,
357117,7261,233,Berkelland,
357417,7263,231,Oost Gelre,
357450,7271,192,Berkelland,
357726,7273,267,Berkelland,
357751,7274,297,Berkelland,
357816,7275,271,Berkelland,
357858,7311,164,Apeldoorn,
358176,7312,188,Apeldoorn,
358499,7313,516,Apeldoorn,
358605,7314,225,Apeldoorn,
358812,7315,239,Apeldoorn,
358974,7316,259,Apeldoorn,
359201,7317,222,Apeldoorn,
359235,7321,236,Apeldoorn,
359385,7322,184,Apeldoorn,
359665,7323,193,Apeldoorn,
359955,7324,253,Apeldoorn,
360004,7325,237,Apeldoorn,
360255,7326,174,Apeldoorn,
360484,7327,173,Apeldoorn,
360639,7328,154,Apeldoorn,
360835,7329,184,Apeldoorn,
360905,7331,156,Apeldoorn,
361245,7332,181,Apeldoorn,
361285,7333,155,Apeldoorn,
361532,7334,200,Apeldoorn,
361595,7335,189,Apeldoorn,
361772,7336,230,Apeldoorn,
361796,7339,265,Apeldoorn,
361979,7341,377,Apeldoorn,
362012,7345,415,Apeldoorn,
362098,7346,451,Apeldoorn,
362111,7348,304,Apeldoorn,
362122,7351,316,Apeldoorn,
362185,7351,316,Ede,
362188,7352,416,Ede,
362191,7361,316,Apeldoorn,
362339,7364,311,Apeldoorn,
362391,7371,275,Apeldoorn,
362508,7381,311,Apeldoorn,
362577,7382,276,Voorst,
362638,7383,237,Voorst,
362649,7383,237,Oude IJsselstreek,
362773,7384,291,Voorst,
362870,7391,246,Voorst,
363244,7392,338,Voorst,
363257,7395,283,Voorst,
363286,7396,273,Voorst,
363369,7397,300,Voorst,
363398,7399,356,Brummen,
363428,7411,197,Deventer,
363741,7412,151,Deventer,
364066,7413,151,Deventer,
364255,7414,151,Deventer,
364412,7415,137,Deventer,
364706,7416,137,Deventer,
364808,7417,118,Deventer,
364934,7418,314,Deventer,
365025,7419,195,Deventer,
365090,7421,205,Deventer,
365231,7422,169,Deventer,
365302,7423,159,Deventer,
365453,7424,221,Deventer,
365551,7425,248,Deventer,
365722,7426,271,Deventer,
365724,7427,299,Deventer,
365731,7428,331,Deventer,
365740,7429,204,Deventer,
365769,7431,301,Deventer,
365907,7433,270,Deventer,
366068,7434,283,Deventer,
366121,7435,273,Deventer,
366139,7437,267,Deventer,
366331,7439,321,Voorst,
366347,7441,271,Hellendoorn,
366497,7442,188,Hellendoorn,
366802,7443,222,Hellendoorn,
367039,7447,252,Hellendoorn,
367233,7448,256,Hellendoorn,
367301,7451,249,Rijssen-Holten,
367633,7461,209,Rijssen-Holten,
367896,7462,200,Rijssen-Holten,
368238,7463,256,Rijssen-Holten,
368321,7466,422,Wierden,
368338,7467,351,Wierden,
368356,7468,257,Wierden,
368560,7471,188,Hof van Twente,
368917,7472,357,Hof van Twente,
368930,7475,267,Hof van Twente,
369156,7478,242,Hof van Twente,
369262,7481,205,Haaksbergen,
369604,7482,205,Haaksbergen,
369905,7483,275,Haaksbergen,
369970,7491,242,Hof van Twente,
370207,7495,308,Hof van Twente,
370305,7496,242,Hof van Twente,
370367,7497,249,Hof van Twente,
370412,7511,125,Enschede,
370672,7512,153,Enschede,
370845,7513,148,Enschede,
370991,7514,173,Enschede,
371128,7521,128,Enschede,
371406,7522,197,Enschede,
371617,7523,148,Enschede,
371941,7524,273,Enschede,
372043,7525,337,Enschede,
372066,7531,174,Enschede,
372325,7532,179,Enschede,
372483,7533,147,Enschede,
372608,7534,174,Enschede,
372842,7535,207,Enschede,
372946,7536,381,Enschede,
372956,7541,168,Enschede,
373065,7542,158,Enschede,
373330,7543,136,Enschede,
373522,7544,134,Enschede,
373859,7545,136,Enschede,
374238,7546,186,Enschede,
374478,7547,259,Enschede,
374568,7548,247,Enschede,
374699,7551,164,Hengelo,
374870,7552,157,Hengelo,
375216,7553,144,Hengelo,
375551,7554,313,Hengelo,
375650,7555,174,Hengelo,
375951,7556,150,Hengelo,
376306,7557,135,Hengelo,
376618,7558,175,Hengelo,
376915,7559,255,Hengelo,
377165,7561,262,Dinkelland,
377196,7561,262,Tubbergen,
377247,7571,165,Oldenzaal,
377342,7572,188,Oldenzaal,
377507,7573,274,Oldenzaal,
377612,7574,172,Oldenzaal,
377749,7575,262,Oldenzaal,
377809,7576,180,Oldenzaal,
377978,7577,244,Oldenzaal,
378231,7581,193,Losser,
378469,7582,206,Losser,
378635,7585,234,Losser,
378652,7586,170,Losser,
378768,7587,255,Losser,
378917,7588,286,Losser,
378964,7591,219,Dinkelland,
379285,7595,253,Dinkelland,
379401,7596,263,Dinkelland,
379493,7597,290,Dinkelland,
379571,7601,120,Almelo,
379783,7602,174,Almelo,
379988,7603,177,Almelo,
380169,7604,128,Almelo,
380391,7605,96,Almelo,
380478,7606,102,Almelo,
380695,7607,159,Almelo,
381029,7608,155,Almelo,
381341,7609,183,Almelo,
381634,7610,281,Almelo,
381641,7611,233,Almelo,
381685,7614,220,Tubbergen,
381698,7615,255,Tubbergen,
381754,7621,191,Borne,
381925,7622,187,Borne,
382183,7623,247,Borne,
382326,7625,256,Borne,
382387,7626,317,Borne,
382414,7627,266,Almelo,
382497,7631,243,Dinkelland,
382658,7634,284,Dinkelland,
382689,7635,294,Dinkelland,
382728,7636,403,Dinkelland,
382762,7637,384,Dinkelland,
382783,7641,224,Wierden,
383004,7642,223,Wierden,
383210,7645,329,Wierden,
383242,7651,226,Tubbergen,
383453,7661,253,Tubbergen,
383483,7662,293,Tubbergen,
383502,7663,293,Tubbergen,
383522,7664,267,Tubbergen,
383549,7665,252,Tubbergen,
383674,7666,268,Tubbergen,
383710,7667,277,Tubbergen,
383758,7668,243,Tubbergen,
383768,7671,201,Twenterand,
384084,7672,223,Twenterand,
384115,7675,249,Twenterand,
384121,7676,177,Twenterand,
384235,7678,246,Tubbergen,
384375,7679,236,Tubbergen,
384424,7681,179,Twenterand,
384676,7683,227,Twenterand,
384848,7685,237,Ommen,
384874,7686,258,Twenterand,
384885,7687,215,Hellendoorn,
384919,7688,243,Hellendoorn,
384954,7691,196,Hardenberg,
385036,7692,210,Hardenberg,
385062,7693,211,Hardenberg,
385099,7693,211,Twenterand,
385102,7694,207,Hardenberg,
385139,7694,207,Twenterand,
385144,7695,237,Hardenberg,
385176,7696,273,Hardenberg,
385187,7701,202,Hardenberg,
385531,7702,211,Hardenberg,
385552,7705,275,De Wolden,
385563,7707,228,Hardenberg,
385687,7711,259,Dalfsen,
385934,7715,307,Staphorst,
385964,7721,237,Dalfsen,
386169,7722,320,Dalfsen,
386396,7731,221,Ommen,
386759,7734,258,Ommen,
386770,7735,377,Ommen,
386788,7736,330,Ommen,
386799,7737,311,Ommen,
386818,7738,322,Ommen,
386837,7739,336,Ommen,
386858,7741,143,Coevorden,
387196,7742,173,Coevorden,
387392,7751,226,Coevorden,
387531,7753,167,Coevorden,
387552,7754,273,Coevorden,
387571,7755,257,Coevorden,
387583,7756,261,Coevorden,
387597,7761,171,Emmen,
387748,7764,167,Emmen,
387764,7765,174,Emmen,
387811,7766,189,Emmen,
387852,7771,179,Hardenberg,
388009,7772,182,Hardenberg,
388301,7773,239,Hardenberg,
388374,7775,218,Hardenberg,
388432,7776,193,Hardenberg,
388526,7777,240,Hardenberg,
388554,7778,270,Hardenberg,
388568,7779,312,Hardenberg,
388573,7781,234,Hardenberg,
388584,7782,178,Hardenberg,
388642,7783,193,Hardenberg,
388735,7784,261,Hardenberg,
388764,7785,272,Hardenberg,
388767,7786,287,Hardenberg,
388776,7787,291,Hardenberg,
388786,7788,325,Hardenberg,
388798,7791,266,Hardenberg,
388824,7792,304,Hardenberg,
388834,7793,270,Hardenberg,
388852,7794,277,Hardenberg,
388863,7795,276,Hardenberg,
388869,7796,282,Hardenberg,
388885,7797,286,Hardenberg,
388907,7798,276,Hardenberg,
388925,7811,147,Emmen,
389110,7812,134,Emmen,
389371,7813,213,Emmen,
389397,7814,244,Emmen,
389461,7815,114,Emmen,
389683,7822,194,Emmen,
389775,7823,117,Emmen,
389980,7824,106,Emmen,
390220,7825,282,Emmen,
390292,7826,194,Emmen,
390326,7826,194,Midden-Drenthe,
390370,7827,169,Emmen,
390554,7828,216,Emmen,
390600,7831,139,Emmen,
390735,7833,168,Emmen,
390903,7841,204,Coevorden,
390988,7842,387,Coevorden,
390990,7843,280,Coevorden,
391018,7844,153,Emmen,
391092,7845,273,Coevorden,
391107,7846,261,Coevorden,
391132,7847,249,Coevorden,
391139,7848,184,Coevorden,
391199,7849,241,Coevorden,
391211,7851,259,Coevorden,
391226,7852,311,Coevorden,
391235,7853,243,Coevorden,
391242,7854,190,Coevorden,
391307,7855,274,Coevorden,
391331,7856,322,Coevorden,
391343,7859,318,Borger-Odoorn,
391344,7861,206,Coevorden,
391405,7863,251,Coevorden,
391425,7864,249,Coevorden,
391441,7871,191,Borger-Odoorn,
391465,7872,199,Borger-Odoorn,
391505,7873,195,Borger-Odoorn,
391575,7874,250,Borger-Odoorn,
391586,7875,224,Borger-Odoorn,
391645,7876,145,Borger-Odoorn,
391752,7877,183,Borger-Odoorn,
391755,7881,147,Emmen,
392016,7884,138,Emmen,
392064,7885,179,Emmen,
392111,7887,178,Emmen,
392248,7889,166,Emmen,
392256,7891,152,Emmen,
392593,7892,268,Emmen,
392604,7894,147,Emmen,
392693,7895,172,Emmen,
392724,7901,149,Hoogeveen,
392859,7902,135,Hoogeveen,
393017,7903,218,Hoogeveen,
393070,7904,138,Hoogeveen,
393195,7905,131,Hoogeveen,
393316,7906,126,Hoogeveen,
393497,7907,155,Hoogeveen,
393561,7908,188,Hoogeveen,
393803,7909,176,Hoogeveen,
393883,7910,265,Hoogeveen,
393884,7910,265,Midden-Drenthe,
393887,7911,246,Hoogeveen,
393898,7912,208,Hoogeveen,
393924,7913,195,Hoogeveen,
394046,7914,194,Hoogeveen,
394101,7916,183,Hoogeveen,
394173,7917,203,Coevorden,
394214,7918,191,Hoogeveen,
394253,7921,243,De Wolden,
394473,7924,292,De Wolden,
394499,7925,308,De Wolden,
394517,7926,255,De Wolden,
394538,7926,255,Hoogeveen,
394544,7927,236,De Wolden,
394564,7928,211,Midden-Drenthe,
394565,7929,274,Coevorden,
394569,7931,255,Hoogeveen,
394593,7932,269,De Wolden,
394614,7933,209,Hoogeveen,
394640,7933,209,Westerveld,
394665,7934,232,Hoogeveen,
394687,7935,330,De Wolden,
394690,7936,218,Hoogeveen,
394698,7936,218,Midden-Drenthe,
394712,7937,263,Midden-Drenthe,
394717,7938,178,Midden-Drenthe,
394747,7941,176,Meppel,
394971,7942,133,Meppel,
395154,7943,201,Meppel,
395346,7944,196,Meppel,
395581,7946,218,Steenwijkerland,
395635,7948,236,Meppel,
395739,7949,249,Meppel,
395750,7951,242,Staphorst,
396022,7954,253,Staphorst,
396112,7955,259,Staphorst,
396153,7957,236,De Wolden,
396244,7958,253,De Wolden,
396330,7961,248,De Wolden,
396444,7963,261,De Wolden,
396446,7963,261,Westerveld,
396576,7964,331,De Wolden,
396586,7964,331,Westerveld,
396598,7965,410,Meppel,
396602,7966,315,Meppel,
396606,7971,238,Westerveld,
396727,7973,233,Westerveld,
396748,7973,233,Steenwijkerland,
396760,7974,217,Westerveld,
396766,7975,251,Westerveld,
396819,7981,234,Westerveld,
396921,7983,290,Westerveld,
396953,7984,274,Westerveld,
396965,7985,326,Westerveld,
396968,7986,366,Westerveld,
396983,7991,269,Westerveld,
397112,8011,209,Zwolle,
397398,8012,180,Zwolle,
397571,8013,175,Zwolle,
397688,8014,195,Zwolle,
397995,8015,256,Zwolle,
398083,8016,231,Zwolle,
398265,8017,255,Zwolle,
398459,8019,385,Zwolle,
398525,8021,145,Zwolle,
398705,8022,136,Zwolle,
398882,8023,209,Zwolle,
399043,8024,290,Zwolle,
399185,8025,315,Zwolle,
399229,8026,379,Zwolle,
399264,8028,375,Zwolle,
399294,8031,145,Zwolle,
399582,8032,183,Zwolle,
399857,8033,202,Zwolle,
399941,8034,613,Zwolle,
399967,8035,508,Zwolle,
399989,8041,312,Zwolle,
400017,8042,221,Zwolle,
400163,8043,233,Zwolle,
400503,8044,247,Zwolle,
400529,8051,254,Hattem,
400864,8052,238,Hattem,
400905,8055,255,Raalte,
400927,8061,197,Zwartewaterland,
401161,8064,195,Zwartewaterland,
401327,8066,259,Steenwijkerland,
401343,8071,243,Nunspeet,
401667,8072,233,Nunspeet,
401894,8075,302,Nunspeet,
401993,8076,389,Nunspeet,
402020,8077,348,Nunspeet,
402070,8079,274,Oldebroek,
402081,8081,213,Elburg,
402423,8082,257,Elburg,
402432,8084,219,Elburg,
402642,8085,275,Elburg,
402732,8091,230,Oldebroek,
403054,8094,247,Oldebroek,
403084,8094,247,Zwartewaterland,
403101,8095,257,Oldebroek,
403133,8096,247,Oldebroek,
403281,8097,282,Oldebroek,
403335,8101,211,Raalte,
403524,8102,206,Raalte,
403766,8103,243,Raalte,
403882,8105,258,Raalte,
403955,8106,254,Raalte,
404007,8107,247,Raalte,
404048,8111,235,Raalte,
404174,8112,238,Raalte,
404215,8121,206,Olst-Wijhe,
404463,8124,269,Olst-Wijhe,
404512,8131,223,Olst-Wijhe,
404741,8141,234,Raalte,
404985,8144,253,Raalte,
404998,8146,324,Ommen,
405015,8147,386,Ommen,
405025,8148,288,Ommen,
405085,8151,242,Dalfsen,
405128,8152,239,Dalfsen,
405212,8153,311,Dalfsen,
405222,8154,315,Dalfsen,
405232,8161,267,Epe,
405472,8162,273,Epe,
405768,8166,315,Epe,
405877,8167,304,Epe,
405938,8171,258,Epe,
406196,8172,198,Epe,
406337,8181,256,Heerde,
406673,8191,244,Heerde,
406845,8193,322,Heerde,
406857,8194,288,Heerde,
406879,8196,314,Olst-Wijhe,
406900,8198,442,Olst-Wijhe,
406903,8211,450,Lelystad,
406926,8212,174,Lelystad,
407027,8219,320,Lelystad,
407088,8222,478,Lelystad,
407097,8223,119,Lelystad,
407234,8224,130,Lelystad,
407420,8225,133,Lelystad,
407644,8226,160,Lelystad,
407844,8231,140,Lelystad,
407999,8232,140,Lelystad,
408218,8233,109,Lelystad,
408245,8241,383,Lelystad,
408280,8242,172,Lelystad,
408462,8243,155,Lelystad,
408718,8244,196,Lelystad,
408819,8245,218,Lelystad,
408913,8251,180,Dronten,
409275,8252,214,Dronten,
409409,8253,243,Dronten,
409594,8254,157,Dronten,
409632,8255,177,Dronten,
409806,8256,175,Dronten,
409984,8261,156,Kampen,
410178,8262,159,Kampen,
410369,8263,259,Kampen,
410419,8264,206,Kampen,
410473,8265,177,Kampen,
410783,8266,226,Kampen,
410923,8267,246,Kampen,
410945,8271,225,Kampen,
411191,8274,232,Kampen,
411214,8275,278,Kampen,
411229,8276,290,Kampen,
411259,8277,234,Kampen,
411281,8278,327,Kampen,
411311,8281,204,Zwartewaterland,
411595,8291,288,Zwartewaterland,
411597,8301,140,Noordoostpolder,
411655,8302,211,Noordoostpolder,
411928,8303,144,Noordoostpolder,
412207,8304,160,Noordoostpolder,
412333,8305,216,Noordoostpolder,
412367,8307,186,Noordoostpolder,
412473,8308,178,Noordoostpolder,
412551,8309,208,Noordoostpolder,
412628,8311,187,Noordoostpolder,
412680,8312,197,Noordoostpolder,
412756,8313,197,Noordoostpolder,
412817,8314,200,Noordoostpolder,
412869,8315,178,Noordoostpolder,
412925,8316,186,Noordoostpolder,
413066,8317,195,Noordoostpolder,
413122,8321,190,Urk,
413429,8322,211,Urk,
413514,8325,174,Steenwijkerland,
413670,8326,234,Steenwijkerland,
413738,8331,148,Steenwijkerland,
414103,8332,188,Steenwijkerland,
414243,8333,172,Steenwijkerland,
414255,8334,221,Steenwijkerland,
414317,8335,217,Steenwijkerland,
414326,8336,317,Steenwijkerland,
414333,8337,245,Steenwijkerland,
414342,8338,212,Steenwijkerland,
414370,8339,265,Steenwijkerland,
414374,8341,178,Steenwijkerland,
414435,8342,295,Steenwijkerland,
414446,8343,204,Steenwijkerland,
414462,8344,261,Steenwijkerland,
414475,8345,294,Steenwijkerland,
414486,8346,380,Steenwijkerland,
414496,8347,267,Steenwijkerland,
414519,8351,284,Westerveld,
414547,8355,264,Steenwijkerland,
414646,8356,198,Steenwijkerland,
414707,8361,291,Steenwijkerland,
414710,8363,352,Steenwijkerland,
414716,8371,177,Steenwijkerland,
414737,8373,222,Steenwijkerland,
414750,8374,160,Steenwijkerland,
414779,8375,188,Steenwijkerland,
414875,8376,204,Steenwijkerland,
414904,8377,247,Steenwijkerland,
414916,8378,284,Steenwijkerland,
414930,8381,211,Westerveld,
415010,8382,269,Westerveld,
415027,8383,295,Westerveld,
415041,8384,151,Westerveld,
415072,8385,246,Westerveld,
415091,8386,359,Westerveld,
415102,8387,290,Westerveld,
415105,8388,239,Weststellingwerf,
415124,8389,256,Weststellingwerf,
415138,8391,166,Weststellingwerf,
415281,8392,232,Weststellingwerf,
415316,8393,290,Weststellingwerf,
415324,8394,256,Weststellingwerf,
415336,8395,205,Weststellingwerf,
415372,8396,265,Weststellingwerf,
415379,8397,175,Weststellingwerf,
415406,8398,287,Weststellingwerf,
415421,8401,162,Opsterland,
415666,8403,257,Opsterland,
415675,8404,221,Opsterland,
415704,8405,239,Opsterland,
415716,8406,206,Opsterland,
415760,8407,220,Opsterland,
415793,8408,216,Opsterland,
415834,8409,220,Opsterland,
415862,8411,191,Heerenveen,
415989,8412,274,Heerenveen,
416038,8413,282,Heerenveen,
416072,8414,204,Heerenveen,
416126,8415,281,Heerenveen,
416141,8421,202,Ooststellingwerf,
416192,8422,267,Ooststellingwerf,
416203,8423,209,Ooststellingwerf,
416237,8424,235,Ooststellingwerf,
416259,8425,261,Ooststellingwerf,
416268,8426,180,Ooststellingwerf,
416427,8427,247,Ooststellingwerf,
416439,8428,269,Ooststellingwerf,
416455,8431,150,Ooststellingwerf,
416774,8432,251,Ooststellingwerf,
416796,8433,172,Ooststellingwerf,
416892,8434,205,Ooststellingwerf,
416919,8435,201,Ooststellingwerf,
416986,8437,226,Westerveld,
416998,8438,382,Westerveld,
417009,8439,323,Westerveld,
417014,8441,164,Heerenveen,
417171,8442,124,Heerenveen,
417395,8443,154,Heerenveen,
417502,8444,156,Heerenveen,
417517,8445,354,Heerenveen,
417567,8446,142,Heerenveen,
417803,8447,164,Heerenveen,
417903,8448,250,Heerenveen,
418024,8449,251,Heerenveen,
418041,8451,160,Heerenveen,
418086,8452,309,Heerenveen,
418089,8453,363,Heerenveen,
418130,8454,243,Heerenveen,
418155,8455,320,Heerenveen,
418174,8456,235,Heerenveen,
418208,8457,301,Heerenveen,
418222,8458,225,Heerenveen,
418246,8459,228,Heerenveen,
418259,8461,213,De Friese Meren,
418278,8462,286,De Friese Meren,
418284,8463,224,De Friese Meren,
418310,8464,207,De Friese Meren,
418344,8465,222,De Friese Meren,
418352,8465,222,Heerenveen,
418400,8466,225,Heerenveen,
418402,8466,225,De Friese Meren,
418406,8467,240,De Friese Meren,
418425,8468,229,Heerenveen,
418441,8469,206,Heerenveen,
418446,8471,149,Weststellingwerf,
418846,8472,208,Weststellingwerf,
418887,8474,227,Weststellingwerf,
418924,8475,267,Weststellingwerf,
418939,8476,272,Weststellingwerf,
418950,8477,295,Weststellingwerf,
418962,8478,292,Weststellingwerf,
418970,8479,275,Weststellingwerf,
418976,8481,263,Weststellingwerf,
418984,8482,262,Weststellingwerf,
418993,8482,262,Tynaarlo,
418995,8483,196,Weststellingwerf,
419009,8484,207,Weststellingwerf,
419018,8485,211,Weststellingwerf,
419033,8486,246,Weststellingwerf,
419044,8487,264,Weststellingwerf,
419050,8488,266,Weststellingwerf,
419058,8489,197,Weststellingwerf,
419060,8491,170,Heerenveen,
419195,8494,317,Heerenveen,
419222,8495,176,Heerenveen,
419292,8501,163,De Friese Meren,
419645,8502,255,De Friese Meren,
419726,8505,373,De Friese Meren,
419728,8506,194,De Friese Meren,
419749,8507,270,De Friese Meren,
419761,8508,232,De Friese Meren,
419775,8511,271,De Friese Meren,
419786,8512,486,De Friese Meren,
419796,8513,187,De Friese Meren,
419805,8514,276,De Friese Meren,
419807,8515,292,De Friese Meren,
419811,8516,292,De Friese Meren,
419814,8517,187,De Friese Meren,
419836,8521,195,De Friese Meren,
419953,8522,227,De Friese Meren,
419966,8523,171,De Friese Meren,
419986,8524,460,De Friese Meren,
419987,8525,202,De Friese Meren,
420030,8527,306,De Friese Meren,
420031,8528,735,De Friese Meren,
420032,8531,166,De Friese Meren,
420336,8532,300,De Friese Meren,
420378,8534,266,De Friese Meren,
420380,8535,264,De Friese Meren,
420386,8536,180,De Friese Meren,
420416,8537,199,De Friese Meren,
420426,8538,231,De Friese Meren,
420451,8539,181,De Friese Meren,
420479,8541,326,De Friese Meren,
420483,8542,237,De Friese Meren,
420494,8551,203,S+�dwest-Frysl+�n,
420563,8553,305,S+�dwest-Frysl+�n,
420571,8554,303,S+�dwest-Frysl+�n,
420572,8556,195,De Friese Meren,
420610,8561,173,De Friese Meren,
420743,8563,233,De Friese Meren,
420766,8564,301,De Friese Meren,
420772,8565,249,De Friese Meren,
420790,8566,244,De Friese Meren,
420807,8567,214,De Friese Meren,
420862,8571,282,De Friese Meren,
420884,8572,260,De Friese Meren,
420895,8573,345,De Friese Meren,
420900,8574,156,De Friese Meren,
420949,8581,226,De Friese Meren,
420961,8582,203,De Friese Meren,
420971,8583,208,De Friese Meren,
420974,8584,198,S+�dwest-Frysl+�n,
420998,8601,189,S+�dwest-Frysl+�n,
421182,8602,151,S+�dwest-Frysl+�n,
421307,8603,181,S+�dwest-Frysl+�n,
421431,8604,212,S+�dwest-Frysl+�n,
421563,8605,151,S+�dwest-Frysl+�n,
421632,8606,140,S+�dwest-Frysl+�n,
421753,8607,195,S+�dwest-Frysl+�n,
421882,8608,130,S+�dwest-Frysl+�n,
422016,8611,218,S+�dwest-Frysl+�n,
422023,8611,218,Epe,
422031,8614,182,S+�dwest-Frysl+�n,
422065,8615,188,S+�dwest-Frysl+�n,
422085,8616,232,S+�dwest-Frysl+�n,
422088,8617,258,S+�dwest-Frysl+�n,
422096,8618,221,S+�dwest-Frysl+�n,
422114,8621,203,S+�dwest-Frysl+�n,
422191,8622,183,S+�dwest-Frysl+�n,
422214,8623,211,S+�dwest-Frysl+�n,
422227,8624,316,S+�dwest-Frysl+�n,
422249,8625,207,S+�dwest-Frysl+�n,
422283,8626,417,S+�dwest-Frysl+�n,
422292,8627,211,S+�dwest-Frysl+�n,
422301,8628,249,S+�dwest-Frysl+�n,
422312,8629,202,S+�dwest-Frysl+�n,
422362,8631,334,S+�dwest-Frysl+�n,
422366,8632,243,S+�dwest-Frysl+�n,
422374,8633,217,S+�dwest-Frysl+�n,
422400,8635,203,Littenseradiel,
422424,8636,217,Littenseradiel,
422431,8637,194,Littenseradiel,
422446,8641,170,Littenseradiel,
422451,8642,248,Littenseradiel,
422460,8644,185,S+�dwest-Frysl+�n,
422465,8647,198,S+�dwest-Frysl+�n,
422478,8651,195,S+�dwest-Frysl+�n,
422578,8701,145,S+�dwest-Frysl+�n,
422905,8702,230,S+�dwest-Frysl+�n,
422951,8711,176,S+�dwest-Frysl+�n,
423124,8713,167,S+�dwest-Frysl+�n,
423180,8715,159,S+�dwest-Frysl+�n,
423225,8721,178,S+�dwest-Frysl+�n,
423258,8722,184,S+�dwest-Frysl+�n,
423274,8723,185,S+�dwest-Frysl+�n,
423375,8724,239,S+�dwest-Frysl+�n,
423388,8731,173,Littenseradiel,
423469,8732,212,Littenseradiel,
423482,8733,230,Littenseradiel,
423485,8734,176,Littenseradiel,
423522,8735,192,Littenseradiel,
423536,8736,212,Littenseradiel,
423542,8737,195,Littenseradiel,
423547,8741,236,S+�dwest-Frysl+�n,
423551,8742,205,S+�dwest-Frysl+�n,
423565,8743,235,S+�dwest-Frysl+�n,
423568,8744,185,S+�dwest-Frysl+�n,
423577,8745,217,S+�dwest-Frysl+�n,
423580,8746,178,S+�dwest-Frysl+�n,
423586,8747,204,S+�dwest-Frysl+�n,
423599,8748,157,S+�dwest-Frysl+�n,
423684,8749,163,S+�dwest-Frysl+�n,
423721,8751,134,S+�dwest-Frysl+�n,
423734,8752,145,S+�dwest-Frysl+�n,
423736,8753,223,S+�dwest-Frysl+�n,
423741,8754,169,S+�dwest-Frysl+�n,
423893,8755,238,S+�dwest-Frysl+�n,
423898,8756,237,S+�dwest-Frysl+�n,
423900,8757,191,S+�dwest-Frysl+�n,
423910,8758,264,S+�dwest-Frysl+�n,
423915,8759,177,S+�dwest-Frysl+�n,
423933,8761,202,S+�dwest-Frysl+�n,
423942,8762,249,S+�dwest-Frysl+�n,
423946,8763,194,S+�dwest-Frysl+�n,
423963,8764,184,S+�dwest-Frysl+�n,
423969,8765,189,S+�dwest-Frysl+�n,
423986,8771,190,S+�dwest-Frysl+�n,
424025,8773,195,S+�dwest-Frysl+�n,
424035,8774,234,S+�dwest-Frysl+�n,
424044,8801,137,Franekeradeel,
424302,8802,151,Franekeradeel,
