"Bedrijfstakken/branches SBI 2008";"Perioden";"Regio's";"Vestigingen (aantal)"
"J Informatie en communicatie";"2014";"Enschede";805
"J Informatie en communicatie";"2015";"Enschede";850
"J Informatie en communicatie";"2016";"Enschede";845
"J Informatie en communicatie";"2017";"Enschede";835
"J Informatie en communicatie";"2018";"Enschede";860
"J Informatie en communicatie";"2013";"'s-Gravenhage (gemeente)";2450
"J Informatie en communicatie";"2014";"'s-Gravenhage (gemeente)";2535
"J Informatie en communicatie";"2015";"'s-Gravenhage (gemeente)";2710
"J Informatie en communicatie";"2016";"'s-Gravenhage (gemeente)";2840
"J Informatie en communicatie";"2017";"'s-Gravenhage (gemeente)";2990
"J Informatie en communicatie";"2018";"'s-Gravenhage (gemeente)";3290
"J Informatie en communicatie";"2013";"Groningen (gemeente)";1410
"J Informatie en communicatie";"2014";"Groningen (gemeente)";1470
"J Informatie en communicatie";"2015";"Groningen (gemeente)";1555
"J Informatie en communicatie";"2016";"Groningen (gemeente)";1655
"J Informatie en communicatie";"2017";"Groningen (gemeente)";1650
"J Informatie en communicatie";"2018";"Groningen (gemeente)";1705
"J Informatie en communicatie";"2013";"Haarlem";1005
"J Informatie en communicatie";"2014";"Haarlem";1030
"J Informatie en communicatie";"2015";"Haarlem";1110
"J Informatie en communicatie";"2016";"Haarlem";1235
"J Informatie en communicatie";"2017";"Haarlem";1305
"J Informatie en communicatie";"2018";"Haarlem";1380
"J Informatie en communicatie";"2013";"'s-Hertogenbosch";860
"J Informatie en communicatie";"2014";"'s-Hertogenbosch";910
"J Informatie en communicatie";"2015";"'s-Hertogenbosch";970
"J Informatie en communicatie";"2016";"'s-Hertogenbosch";990
"J Informatie en communicatie";"2017";"'s-Hertogenbosch";1025
"J Informatie en communicatie";"2018";"'s-Hertogenbosch";1055
"J Informatie en communicatie";"2013";"Leeuwarden";450
"J Informatie en communicatie";"2014";"Leeuwarden";495
"J Informatie en communicatie";"2015";"Leeuwarden";525
"J Informatie en communicatie";"2016";"Leeuwarden";550
"J Informatie en communicatie";"2017";"Leeuwarden";555
"J Informatie en communicatie";"2018";"Leeuwarden";655
"J Informatie en communicatie";"2013";"Leiden";700
"J Informatie en communicatie";"2014";"Leiden";740
"J Informatie en communicatie";"2015";"Leiden";760
"J Informatie en communicatie";"2016";"Leiden";780
"J Informatie en communicatie";"2017";"Leiden";805
"J Informatie en communicatie";"2018";"Leiden";875
"J Informatie en communicatie";"2013";"Lelystad";400
"J Informatie en communicatie";"2014";"Lelystad";390
"J Informatie en communicatie";"2015";"Lelystad";420
"J Informatie en communicatie";"2016";"Lelystad";440
