"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven/Totaal geregistreerde misdrijven (aantal)";"Geregistreerde misdrijven/Geregistreerde misdrijven, relatief (% van totaal geregistreerde misdrijven)";"Geregistreerde misdrijven/Geregistreerde misdrijven per 1000 inw.  (per 1 000 inwoners)"
"Misdrijven, totaal";"2016";"Diemen";1640;100;61,2
"Misdrijven, totaal";"2017";"Diemen";1545;100;56,7
"Misdrijven, totaal";"2013";"Dinkelland";690;100;26,5
"Misdrijven, totaal";"2014";"Dinkelland";535;100;20,7
"Misdrijven, totaal";"2015";"Dinkelland";560;100;21,6
"Misdrijven, totaal";"2016";"Dinkelland";505;100;19,4
"Misdrijven, totaal";"2017";"Dinkelland";480;100;18,3
"Misdrijven, totaal";"2013";"Dirksland";;;
"Misdrijven, totaal";"2014";"Dirksland";;;
"Misdrijven, totaal";"2015";"Dirksland";;;
"Misdrijven, totaal";"2016";"Dirksland";;;
"Misdrijven, totaal";"2017";"Dirksland";;;
"Misdrijven, totaal";"2013";"Doesburg";550;100;47,8
"Misdrijven, totaal";"2014";"Doesburg";495;100;43,2
"Misdrijven, totaal";"2015";"Doesburg";550;100;48,3
"Misdrijven, totaal";"2016";"Doesburg";495;100;43,8
"Misdrijven, totaal";"2017";"Doesburg";415;100;36,4
"Misdrijven, totaal";"2013";"Doetinchem";3180;100;56,4
"Misdrijven, totaal";"2014";"Doetinchem";2875;100;51
"Misdrijven, totaal";"2015";"Doetinchem";2610;100;46,2
"Misdrijven, totaal";"2016";"Doetinchem";2350;100;41,4
"Misdrijven, totaal";"2017";"Doetinchem";2180;100;38,2
"Misdrijven, totaal";"2013";"Dongen";1055;100;41,6
"Misdrijven, totaal";"2014";"Dongen";1705;100;67,2
"Misdrijven, totaal";"2015";"Dongen";1085;100;42,7
"Misdrijven, totaal";"2016";"Dongen";1050;100;41,2
"Misdrijven, totaal";"2017";"Dongen";695;100;27,3
"Misdrijven, totaal";"2013";"Dongeradeel";670;100;27,6
"Misdrijven, totaal";"2014";"Dongeradeel";800;100;33,2
"Misdrijven, totaal";"2015";"Dongeradeel";585;100;24,4
"Misdrijven, totaal";"2016";"Dongeradeel";595;100;24,8
"Misdrijven, totaal";"2017";"Dongeradeel";490;100;20,5
"Misdrijven, totaal";"2013";"Dordrecht";9225;100;77,9
"Misdrijven, totaal";"2014";"Dordrecht";8825;100;74,4
"Misdrijven, totaal";"2015";"Dordrecht";8080;100;68
"Misdrijven, totaal";"2016";"Dordrecht";7310;100;61,5
"Misdrijven, totaal";"2017";"Dordrecht";6825;100;57,5
"Misdrijven, totaal";"2013";"Drechterland";775;100;40,2
"Misdrijven, totaal";"2014";"Drechterland";595;100;30,8
"Misdrijven, totaal";"2015";"Drechterland";635;100;32,8
"Misdrijven, totaal";"2016";"Drechterland";510;100;26,4
"Misdrijven, totaal";"2017";"Drechterland";445;100;22,9
"Misdrijven, totaal";"2013";"Drimmelen";1000;100;37,3
"Misdrijven, totaal";"2014";"Drimmelen";935;100;35
"Misdrijven, totaal";"2015";"Drimmelen";960;100;35,9
"Misdrijven, totaal";"2016";"Drimmelen";790;100;29,5
"Misdrijven, totaal";"2017";"Drimmelen";750;100;27,8
"Misdrijven, totaal";"2013";"Dronten";2130;100;52,4
"Misdrijven, totaal";"2014";"Dronten";1985;100;49,2
"Misdrijven, totaal";"2015";"Dronten";1805;100;44,7
"Misdrijven, totaal";"2016";"Dronten";1735;100;42,8
"Misdrijven, totaal";"2017";"Dronten";1575;100;38,7
"Misdrijven, totaal";"2013";"Druten";655;100;35,9
"Misdrijven, totaal";"2014";"Druten";605;100;33,3
"Misdrijven, totaal";"2015";"Druten";610;100;33,3
"Misdrijven, totaal";"2016";"Druten";680;100;36,9
"Misdrijven, totaal";"2017";"Druten";530;100;28,6
"Misdrijven, totaal";"2013";"Duiven";1235;100;48,3
"Misdrijven, totaal";"2014";"Duiven";1075;100;42,1
"Misdrijven, totaal";"2015";"Duiven";940;100;36,8
"Misdrijven, totaal";"2016";"Duiven";915;100;36
"Misdrijven, totaal";"2017";"Duiven";880;100;34,6
"Misdrijven, totaal";"2013";"Echt-Susteren";1695;100;52,8
"Misdrijven, totaal";"2014";"Echt-Susteren";1520;100;47,6
"Misdrijven, totaal";"2015";"Echt-Susteren";1450;100;45,3
"Misdrijven, totaal";"2016";"Echt-Susteren";1265;100;39,6
"Misdrijven, totaal";"2017";"Echt-Susteren";1160;100;36,5
"Misdrijven, totaal";"2013";"Edam-Volendam";1050;100;36,6
"Misdrijven, totaal";"2014";"Edam-Volendam";845;100;29,3
"Misdrijven, totaal";"2015";"Edam-Volendam";825;100;28,4
"Misdrijven, totaal";"2016";"Edam-Volendam";790;100;22,3
"Misdrijven, totaal";"2017";"Edam-Volendam";765;100;21,3
"Misdrijven, totaal";"2013";"Ede";5845;100;53,2
"Misdrijven, totaal";"2014";"Ede";5025;100;45,4
"Misdrijven, totaal";"2015";"Ede";4920;100;44,1
"Misdrijven, totaal";"2016";"Ede";5375;100;47,8
"Misdrijven, totaal";"2017";"Ede";4895;100;43,2
"Misdrijven, totaal";"2013";"Eemnes";425;100;48,4
"Misdrijven, totaal";"2014";"Eemnes";335;100;38
"Misdrijven, totaal";"2015";"Eemnes";340;100;38,4
"Misdrijven, totaal";"2016";"Eemnes";345;100;38,9
"Misdrijven, totaal";"2017";"Eemnes";325;100;36
"Misdrijven, totaal";"2013";"Eemsmond";710;100;44
"Misdrijven, totaal";"2014";"Eemsmond";490;100;30,9
"Misdrijven, totaal";"2015";"Eemsmond";410;100;25,9
"Misdrijven, totaal";"2016";"Eemsmond";445;100;28
"Misdrijven, totaal";"2017";"Eemsmond";405;100;25,9
"Misdrijven, totaal";"2013";"Eersel";970;100;53,4
"Misdrijven, totaal";"2014";"Eersel";800;100;44,1
"Misdrijven, totaal";"2015";"Eersel";820;100;44,7
"Misdrijven, totaal";"2016";"Eersel";855;100;46,1
"Misdrijven, totaal";"2017";"Eersel";700;100;37,7
"Misdrijven, totaal";"2013";"Eijsden";;;
"Misdrijven, totaal";"2014";"Eijsden";;;
"Misdrijven, totaal";"2015";"Eijsden";;;
"Misdrijven, totaal";"2016";"Eijsden";;;
"Misdrijven, totaal";"2017";"Eijsden";;;
"Misdrijven, totaal";"2013";"Eijsden-Margraten";1120;100;44,7
"Misdrijven, totaal";"2014";"Eijsden-Margraten";995;100;39,8
"Misdrijven, totaal";"2015";"Eijsden-Margraten";840;100;33,7
"Misdrijven, totaal";"2016";"Eijsden-Margraten";790;100;31,4
"Misdrijven, totaal";"2017";"Eijsden-Margraten";810;100;32
"Misdrijven, totaal";"2013";"Eindhoven";25745;100;117,9
"Misdrijven, totaal";"2014";"Eindhoven";23085;100;104,5
"Misdrijven, totaal";"2015";"Eindhoven";22200;100;99,4
"Misdrijven, totaal";"2016";"Eindhoven";21490;100;95,6
"Misdrijven, totaal";"2017";"Eindhoven";18630;100;82,1
"Misdrijven, totaal";"2013";"Elburg";875;100;38,9
"Misdrijven, totaal";"2014";"Elburg";760;100;33,6
"Misdrijven, totaal";"2015";"Elburg";800;100;34,9
"Misdrijven, totaal";"2016";"Elburg";685;100;29,8
"Misdrijven, totaal";"2017";"Elburg";595;100;25,8
"Misdrijven, totaal";"2013";"Emmen";5750;100;53
"Misdrijven, totaal";"2014";"Emmen";5845;100;54,1
"Misdrijven, totaal";"2015";"Emmen";5405;100;50,2
"Misdrijven, totaal";"2016";"Emmen";4780;100;44,4
"Misdrijven, totaal";"2017";"Emmen";4140;100;38,5
"Misdrijven, totaal";"2013";"Enkhuizen";1265;100;69
"Misdrijven, totaal";"2014";"Enkhuizen";1125;100;61,3
"Misdrijven, totaal";"2015";"Enkhuizen";1125;100;61,3
"Misdrijven, totaal";"2016";"Enkhuizen";970;100;52,7
"Misdrijven, totaal";"2017";"Enkhuizen";755;100;40,7
"Misdrijven, totaal";"2013";"Enschede";14215;100;89,6
"Misdrijven, totaal";"2014";"Enschede";12455;100;78,5
"Misdrijven, totaal";"2015";"Enschede";11120;100;70,1
"Misdrijven, totaal";"2016";"Enschede";11020;100;69,6
"Misdrijven, totaal";"2017";"Enschede";9630;100;60,9
"Misdrijven, totaal";"2013";"Epe";1440;100;44,5
"Misdrijven, totaal";"2014";"Epe";1235;100;38,2
"Misdrijven, totaal";"2015";"Epe";1195;100;37,1
"Misdrijven, totaal";"2016";"Epe";1175;100;36,4
"Misdrijven, totaal";"2017";"Epe";1160;100;35,6
"Misdrijven, totaal";"2013";"Ermelo";1445;100;55,3
"Misdrijven, totaal";"2014";"Ermelo";1455;100;55,9
"Misdrijven, totaal";"2015";"Ermelo";1310;100;50,1
"Misdrijven, totaal";"2016";"Ermelo";1355;100;51
"Misdrijven, totaal";"2017";"Ermelo";1065;100;40,1
"Misdrijven, totaal";"2013";"Etten-Leur";2450;100;58
"Misdrijven, totaal";"2014";"Etten-Leur";2440;100;57,6
"Misdrijven, totaal";"2015";"Etten-Leur";2245;100;52,8
"Misdrijven, totaal";"2016";"Etten-Leur";2140;100;50
"Misdrijven, totaal";"2017";"Etten-Leur";1760;100;40,9
"Misdrijven, totaal";"2013";"Ferwerderadiel";220;100;24,6
"Misdrijven, totaal";"2014";"Ferwerderadiel";190;100;21,6
"Misdrijven, totaal";"2015";"Ferwerderadiel";175;100;20,3
"Misdrijven, totaal";"2016";"Ferwerderadiel";175;100;20,2
"Misdrijven, totaal";"2017";"Ferwerderadiel";120;100;13,9
"Misdrijven, totaal";"2013";"Franekeradeel";745;100;36,4
"Misdrijven, totaal";"2014";"Franekeradeel";680;100;33,3
"Misdrijven, totaal";"2015";"Franekeradeel";740;100;36,4
"Misdrijven, totaal";"2016";"Franekeradeel";615;100;30,3
"Misdrijven, totaal";"2017";"Franekeradeel";485;100;24
"Misdrijven, totaal";"2013";"De Friese Meren";;;
"Misdrijven, totaal";"2014";"De Friese Meren";1675;100;32,6
"Misdrijven, totaal";"2015";"De Friese Meren";1595;100;31,1
"Misdrijven, totaal";"2016";"De Friese Meren";;;
"Misdrijven, totaal";"2017";"De Friese Meren";;;
"Misdrijven, totaal";"2013";"De Fryske Marren";;;
"Misdrijven, totaal";"2014";"De Fryske Marren";;;
"Misdrijven, totaal";"2015";"De Fryske Marren";;;
"Misdrijven, totaal";"2016";"De Fryske Marren";1715;100;33,5
"Misdrijven, totaal";"2017";"De Fryske Marren";1435;100;27,8
"Misdrijven, totaal";"2013";"Gaasterlân-Sleat";275;100;26,9
"Misdrijven, totaal";"2014";"Gaasterlân-Sleat";;;
"Misdrijven, totaal";"2015";"Gaasterlân-Sleat";;;
"Misdrijven, totaal";"2016";"Gaasterlân-Sleat";;;
"Misdrijven, totaal";"2017";"Gaasterlân-Sleat";;;
"Misdrijven, totaal";"2013";"Geertruidenberg";1085;100;50,4
"Misdrijven, totaal";"2014";"Geertruidenberg";1000;100;46,5
"Misdrijven, totaal";"2015";"Geertruidenberg";1000;100;46,4
"Misdrijven, totaal";"2016";"Geertruidenberg";950;100;43,8
"Misdrijven, totaal";"2017";"Geertruidenberg";925;100;43
"Misdrijven, totaal";"2013";"Geldermalsen";1370;100;52,2
"Misdrijven, totaal";"2014";"Geldermalsen";1420;100;54
"Misdrijven, totaal";"2015";"Geldermalsen";1205;100;45,7
"Misdrijven, totaal";"2016";"Geldermalsen";1180;100;44,8
"Misdrijven, totaal";"2017";"Geldermalsen";1055;100;39,6
"Misdrijven, totaal";"2013";"Geldrop-Mierlo";2030;100;52,4
"Misdrijven, totaal";"2014";"Geldrop-Mierlo";2005;100;51,6
"Misdrijven, totaal";"2015";"Geldrop-Mierlo";2040;100;52,4
"Misdrijven, totaal";"2016";"Geldrop-Mierlo";1870;100;48,1
"Misdrijven, totaal";"2017";"Geldrop-Mierlo";1560;100;40
"Misdrijven, totaal";"2013";"Gemert-Bakel";1485;100;51
"Misdrijven, totaal";"2014";"Gemert-Bakel";1455;100;49,6
"Misdrijven, totaal";"2015";"Gemert-Bakel";1190;100;40,4
"Misdrijven, totaal";"2016";"Gemert-Bakel";1095;100;37
"Misdrijven, totaal";"2017";"Gemert-Bakel";1090;100;36,3
"Misdrijven, totaal";"2013";"Gennep";740;100;42,7
"Misdrijven, totaal";"2014";"Gennep";675;100;38,9
"Misdrijven, totaal";"2015";"Gennep";715;100;41,4
"Misdrijven, totaal";"2016";"Gennep";580;100;34,1
"Misdrijven, totaal";"2017";"Gennep";515;100;30,2
"Misdrijven, totaal";"2013";"Giessenlanden";440;100;30,3
"Misdrijven, totaal";"2014";"Giessenlanden";385;100;26,5
"Misdrijven, totaal";"2015";"Giessenlanden";450;100;31,3
"Misdrijven, totaal";"2016";"Giessenlanden";390;100;26,9
"Misdrijven, totaal";"2017";"Giessenlanden";325;100;22,2
"Misdrijven, totaal";"2013";"Gilze en Rijen";1415;100;54,6
"Misdrijven, totaal";"2014";"Gilze en Rijen";1335;100;51,2
"Misdrijven, totaal";"2015";"Gilze en Rijen";1325;100;50,8
"Misdrijven, totaal";"2016";"Gilze en Rijen";1245;100;47,7
"Misdrijven, totaal";"2017";"Gilze en Rijen";995;100;37,9
"Misdrijven, totaal";"2013";"Goedereede";;;
"Misdrijven, totaal";"2014";"Goedereede";;;
"Misdrijven, totaal";"2015";"Goedereede";;;
"Misdrijven, totaal";"2016";"Goedereede";;;
"Misdrijven, totaal";"2017";"Goedereede";;;
"Misdrijven, totaal";"2013";"Goeree-Overflakkee";1825;100;37,8
"Misdrijven, totaal";"2014";"Goeree-Overflakkee";1740;100;36,1
"Misdrijven, totaal";"2015";"Goeree-Overflakkee";1620;100;33,6
"Misdrijven, totaal";"2016";"Goeree-Overflakkee";1470;100;30,4
"Misdrijven, totaal";"2017";"Goeree-Overflakkee";1250;100;25,7
"Misdrijven, totaal";"2013";"Goes";2365;100;63,9
"Misdrijven, totaal";"2014";"Goes";2175;100;58,9
"Misdrijven, totaal";"2015";"Goes";2060;100;55,5
"Misdrijven, totaal";"2016";"Goes";2025;100;54,5
"Misdrijven, totaal";"2017";"Goes";1595;100;42,8
"Misdrijven, totaal";"2013";"Goirle";970;100;42,2
"Misdrijven, totaal";"2014";"Goirle";910;100;39,5
"Misdrijven, totaal";"2015";"Goirle";860;100;37,3
"Misdrijven, totaal";"2016";"Goirle";780;100;33,8
"Misdrijven, totaal";"2017";"Goirle";660;100;28,3
"Misdrijven, totaal";"2013";"Gooise Meren";;;
"Misdrijven, totaal";"2014";"Gooise Meren";;;
"Misdrijven, totaal";"2015";"Gooise Meren";;;
"Misdrijven, totaal";"2016";"Gooise Meren";3035;100;53,5
"Misdrijven, totaal";"2017";"Gooise Meren";2770;100;48,7
"Misdrijven, totaal";"2013";"Gorinchem";2355;100;67,1
"Misdrijven, totaal";"2014";"Gorinchem";2185;100;61,9
"Misdrijven, totaal";"2015";"Gorinchem";2225;100;63
"Misdrijven, totaal";"2016";"Gorinchem";2015;100;57,1
"Misdrijven, totaal";"2017";"Gorinchem";1690;100;47,2
"Misdrijven, totaal";"2013";"Gouda";6215;100;87,6
"Misdrijven, totaal";"2014";"Gouda";6245;100;88
"Misdrijven, totaal";"2015";"Gouda";5165;100;72,7
"Misdrijven, totaal";"2016";"Gouda";4935;100;69,4
"Misdrijven, totaal";"2017";"Gouda";4185;100;58,3
"Misdrijven, totaal";"2013";"Graafstroom";;;
"Misdrijven, totaal";"2014";"Graafstroom";;;
"Misdrijven, totaal";"2015";"Graafstroom";;;
"Misdrijven, totaal";"2016";"Graafstroom";;;
"Misdrijven, totaal";"2017";"Graafstroom";;;
"Misdrijven, totaal";"2013";"Graft-De Rijp";225;100;35,3
"Misdrijven, totaal";"2014";"Graft-De Rijp";185;100;28,5
"Misdrijven, totaal";"2015";"Graft-De Rijp";;;
"Misdrijven, totaal";"2016";"Graft-De Rijp";;;
"Misdrijven, totaal";"2017";"Graft-De Rijp";;;
"Misdrijven, totaal";"2013";"Grave";575;100;45
"Misdrijven, totaal";"2014";"Grave";455;100;35,7
"Misdrijven, totaal";"2015";"Grave";470;100;36,8
"Misdrijven, totaal";"2016";"Grave";505;100;40,1
"Misdrijven, totaal";"2017";"Grave";445;100;36
"Misdrijven, totaal";"2013";"'s-Gravenhage (gemeente)";51410;100;101,6
"Misdrijven, totaal";"2014";"'s-Gravenhage (gemeente)";49360;100;97
"Misdrijven, totaal";"2015";"'s-Gravenhage (gemeente)";45920;100;89,2
"Misdrijven, totaal";"2016";"'s-Gravenhage (gemeente)";43185;100;83,1
"Misdrijven, totaal";"2017";"'s-Gravenhage (gemeente)";37965;100;72,3
"Misdrijven, totaal";"2013";"Groesbeek";915;100;48
"Misdrijven, totaal";"2014";"Groesbeek";820;100;43,1
"Misdrijven, totaal";"2015";"Groesbeek";1330;100;38,8
"Misdrijven, totaal";"2016";"Groesbeek";;;
"Misdrijven, totaal";"2017";"Groesbeek";;;
"Misdrijven, totaal";"2013";"Groningen (gemeente)";18535;100;94,8
"Misdrijven, totaal";"2014";"Groningen (gemeente)";16760;100;84,5
"Misdrijven, totaal";"2015";"Groningen (gemeente)";16440;100;82,1
"Misdrijven, totaal";"2016";"Groningen (gemeente)";16480;100;82
"Misdrijven, totaal";"2017";"Groningen (gemeente)";13850;100;68,3
"Misdrijven, totaal";"2013";"Grootegast";320;100;26,3
"Misdrijven, totaal";"2014";"Grootegast";260;100;21,4
"Misdrijven, totaal";"2015";"Grootegast";225;100;18,4
"Misdrijven, totaal";"2016";"Grootegast";215;100;17,9
"Misdrijven, totaal";"2017";"Grootegast";155;100;12,8
"Misdrijven, totaal";"2013";"Gulpen-Wittem";735;100;51
"Misdrijven, totaal";"2014";"Gulpen-Wittem";525;100;36,3
"Misdrijven, totaal";"2015";"Gulpen-Wittem";545;100;37,5
"Misdrijven, totaal";"2016";"Gulpen-Wittem";540;100;37,2
"Misdrijven, totaal";"2017";"Gulpen-Wittem";480;100;33,5
"Misdrijven, totaal";"2013";"Haaksbergen";880;100;36,1
"Misdrijven, totaal";"2014";"Haaksbergen";815;100;33,6
"Misdrijven, totaal";"2015";"Haaksbergen";620;100;25,5
"Misdrijven, totaal";"2016";"Haaksbergen";610;100;25
"Misdrijven, totaal";"2017";"Haaksbergen";555;100;22,9
"Misdrijven, totaal";"2013";"Haaren";500;100;36,8
"Misdrijven, totaal";"2014";"Haaren";425;100;31,1
"Misdrijven, totaal";"2015";"Haaren";435;100;32,3
"Misdrijven, totaal";"2016";"Haaren";360;100;26,7
"Misdrijven, totaal";"2017";"Haaren";410;100;29,6
"Misdrijven, totaal";"2013";"Haarlem";11690;100;76,4
"Misdrijven, totaal";"2014";"Haarlem";10835;100;69,8
"Misdrijven, totaal";"2015";"Haarlem";10365;100;66,2
"Misdrijven, totaal";"2016";"Haarlem";9840;100;62,2
"Misdrijven, totaal";"2017";"Haarlem";8335;100;52,4
"Misdrijven, totaal";"2013";"Haarlemmerliede en Spaarnwoude";470;100;85,4
"Misdrijven, totaal";"2014";"Haarlemmerliede en Spaarnwoude";390;100;70,3
"Misdrijven, totaal";"2015";"Haarlemmerliede en Spaarnwoude";375;100;67,1
"Misdrijven, totaal";"2016";"Haarlemmerliede en Spaarnwoude";385;100;68,7
"Misdrijven, totaal";"2017";"Haarlemmerliede en Spaarnwoude";295;100;52,1
"Misdrijven, totaal";"2013";"Haarlemmermeer";12745;100;88,4
"Misdrijven, totaal";"2014";"Haarlemmermeer";11945;100;82,9
"Misdrijven, totaal";"2015";"Haarlemmermeer";11620;100;80,6
"Misdrijven, totaal";"2016";"Haarlemmermeer";10220;100;70,7
"Misdrijven, totaal";"2017";"Haarlemmermeer";9415;100;64,5
"Misdrijven, totaal";"2013";"Halderberge";1370;100;46,9
"Misdrijven, totaal";"2014";"Halderberge";1370;100;46,7
"Misdrijven, totaal";"2015";"Halderberge";1175;100;39,9
"Misdrijven, totaal";"2016";"Halderberge";1145;100;38,7
"Misdrijven, totaal";"2017";"Halderberge";870;100;29,4
"Misdrijven, totaal";"2013";"Hardenberg";2260;100;38
"Misdrijven, totaal";"2014";"Hardenberg";2070;100;34,7
"Misdrijven, totaal";"2015";"Hardenberg";1895;100;31,8
"Misdrijven, totaal";"2016";"Hardenberg";1680;100;28,2
"Misdrijven, totaal";"2017";"Hardenberg";1595;100;26,5
"Misdrijven, totaal";"2013";"Harderwijk";2555;100;55,9
"Misdrijven, totaal";"2014";"Harderwijk";2225;100;48,7
"Misdrijven, totaal";"2015";"Harderwijk";2180;100;47,6
"Misdrijven, totaal";"2016";"Harderwijk";1985;100;43,2
"Misdrijven, totaal";"2017";"Harderwijk";1645;100;35,4
"Misdrijven, totaal";"2013";"Hardinxveld-Giessendam";560;100;31,5
"Misdrijven, totaal";"2014";"Hardinxveld-Giessendam";455;100;25,5
"Misdrijven, totaal";"2015";"Hardinxveld-Giessendam";460;100;25,8
"Misdrijven, totaal";"2016";"Hardinxveld-Giessendam";455;100;25,5
"Misdrijven, totaal";"2017";"Hardinxveld-Giessendam";430;100;24
"Misdrijven, totaal";"2013";"Haren";805;100;43,2
"Misdrijven, totaal";"2014";"Haren";710;100;37,8
"Misdrijven, totaal";"2015";"Haren";745;100;39,3
"Misdrijven, totaal";"2016";"Haren";695;100;36,4
"Misdrijven, totaal";"2017";"Haren";575;100;29,5
"Misdrijven, totaal";"2013";"Harenkarspel";;;
"Misdrijven, totaal";"2014";"Harenkarspel";;;
"Misdrijven, totaal";"2015";"Harenkarspel";;;
"Misdrijven, totaal";"2016";"Harenkarspel";;;
"Misdrijven, totaal";"2017";"Harenkarspel";;;
"Misdrijven, totaal";"2013";"Harlingen";800;100;50,5
"Misdrijven, totaal";"2014";"Harlingen";795;100;50,4
"Misdrijven, totaal";"2015";"Harlingen";690;100;43,7
"Misdrijven, totaal";"2016";"Harlingen";655;100;41,3
"Misdrijven, totaal";"2017";"Harlingen";495;100;31,3
"Misdrijven, totaal";"2013";"Hattem";425;100;36,2
"Misdrijven, totaal";"2014";"Hattem";320;100;27,3
"Misdrijven, totaal";"2015";"Hattem";385;100;32,5
"Misdrijven, totaal";"2016";"Hattem";340;100;28,4
"Misdrijven, totaal";"2017";"Hattem";270;100;22,4
"Misdrijven, totaal";"2013";"Heemskerk";1865;100;47,6
"Misdrijven, totaal";"2014";"Heemskerk";1760;100;45
"Misdrijven, totaal";"2015";"Heemskerk";1785;100;45,6
"Misdrijven, totaal";"2016";"Heemskerk";1370;100;34,9
"Misdrijven, totaal";"2017";"Heemskerk";1315;100;33,5
"Misdrijven, totaal";"2013";"Heemstede";1760;100;66,9
"Misdrijven, totaal";"2014";"Heemstede";1245;100;47,3
"Misdrijven, totaal";"2015";"Heemstede";1190;100;45
"Misdrijven, totaal";"2016";"Heemstede";1090;100;40,7
"Misdrijven, totaal";"2017";"Heemstede";900;100;33,5
"Misdrijven, totaal";"2013";"Heerde";665;100;36,1
"Misdrijven, totaal";"2014";"Heerde";580;100;31,4
"Misdrijven, totaal";"2015";"Heerde";625;100;33,7
"Misdrijven, totaal";"2016";"Heerde";465;100;25,1
"Misdrijven, totaal";"2017";"Heerde";445;100;24,1
"Misdrijven, totaal";"2013";"Heerenveen";1930;100;44,6
"Misdrijven, totaal";"2014";"Heerenveen";2145;100;43
"Misdrijven, totaal";"2015";"Heerenveen";2130;100;42,5
"Misdrijven, totaal";"2016";"Heerenveen";1920;100;38,2
"Misdrijven, totaal";"2017";"Heerenveen";1695;100;33,8
"Misdrijven, totaal";"2013";"Heerhugowaard";3415;100;64,5
"Misdrijven, totaal";"2014";"Heerhugowaard";3205;100;60,1
"Misdrijven, totaal";"2015";"Heerhugowaard";3030;100;56,6
"Misdrijven, totaal";"2016";"Heerhugowaard";2810;100;52,1
"Misdrijven, totaal";"2017";"Heerhugowaard";2350;100;42,8
"Misdrijven, totaal";"2013";"Heerlen";8205;100;92,4
"Misdrijven, totaal";"2014";"Heerlen";8105;100;91,8
"Misdrijven, totaal";"2015";"Heerlen";7215;100;82,5
"Misdrijven, totaal";"2016";"Heerlen";6945;100;79,5
"Misdrijven, totaal";"2017";"Heerlen";5895;100;67,6
"Misdrijven, totaal";"2013";"Heeze-Leende";760;100;49,3
"Misdrijven, totaal";"2014";"Heeze-Leende";695;100;45,3
"Misdrijven, totaal";"2015";"Heeze-Leende";570;100;37
"Misdrijven, totaal";"2016";"Heeze-Leende";575;100;36,8
"Misdrijven, totaal";"2017";"Heeze-Leende";435;100;27,7
"Misdrijven, totaal";"2013";"Heiloo";955;100;42,3
"Misdrijven, totaal";"2014";"Heiloo";965;100;42,7
"Misdrijven, totaal";"2015";"Heiloo";980;100;43,4
"Misdrijven, totaal";"2016";"Heiloo";880;100;38,8
"Misdrijven, totaal";"2017";"Heiloo";770;100;33,8
"Misdrijven, totaal";"2013";"Den Helder";4190;100;73,6
"Misdrijven, totaal";"2014";"Den Helder";4100;100;72,4
"Misdrijven, totaal";"2015";"Den Helder";3845;100;68
"Misdrijven, totaal";"2016";"Den Helder";3980;100;70,7
"Misdrijven, totaal";"2017";"Den Helder";3200;100;57,2
"Misdrijven, totaal";"2013";"Hellendoorn";1005;100;28,1
"Misdrijven, totaal";"2014";"Hellendoorn";875;100;24,4
"Misdrijven, totaal";"2015";"Hellendoorn";840;100;23,6
"Misdrijven, totaal";"2016";"Hellendoorn";770;100;21,6
"Misdrijven, totaal";"2017";"Hellendoorn";715;100;20
"Misdrijven, totaal";"2013";"Hellevoetsluis";1845;100;47,3
"Misdrijven, totaal";"2014";"Hellevoetsluis";1810;100;46,5
"Misdrijven, totaal";"2015";"Hellevoetsluis";1835;100;47,1
"Misdrijven, totaal";"2016";"Hellevoetsluis";1680;100;43,5
"Misdrijven, totaal";"2017";"Hellevoetsluis";1510;100;38,9
"Misdrijven, totaal";"2013";"Helmond";7320;100;82,2
"Misdrijven, totaal";"2014";"Helmond";6800;100;76,2
"Misdrijven, totaal";"2015";"Helmond";6510;100;72,6
"Misdrijven, totaal";"2016";"Helmond";6060;100;67,2
"Misdrijven, totaal";"2017";"Helmond";5370;100;59,3
"Misdrijven, totaal";"2013";"Hendrik-Ido-Ambacht";1100;100;38,4
"Misdrijven, totaal";"2014";"Hendrik-Ido-Ambacht";1060;100;36,7
"Misdrijven, totaal";"2015";"Hendrik-Ido-Ambacht";1035;100;35,4
