,Provincie,Regio's,Perioden,Bedrijfstak_code,Bedrijfstak,Vestigingen (aantal),Aantal_vestigingen_genormaliseerd,Vestigingen Klasse
272,Drenthe,De Wolden,2015,A,"Landbouw, bosbouw en visserij",435.0,0.011986773215761918,Hoog
273,Drenthe,De Wolden,2015,B,Delfstoffenwinning,0.0,0.0,Geen
274,Drenthe,De Wolden,2015,C,Industrie,110.0,0.003031138054560485,Middel-Hoog
275,Drenthe,De Wolden,2015,D,Energievoorziening,0.0,0.0,Geen
276,Drenthe,De Wolden,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
277,Drenthe,De Wolden,2015,F,Bouwnijverheid,265.0,0.007302287131441169,Hoog
278,Drenthe,De Wolden,2015,G,Handel,400.0,0.011022320198401764,Hoog
279,Drenthe,De Wolden,2015,H,Vervoer en opslag,75.0,0.002066685037200331,Middel-Hoog
280,Drenthe,De Wolden,2015,I,Horeca,95.0,0.002617801047120419,Middel-Hoog
281,Drenthe,De Wolden,2015,J,Informatie en communicatie,80.0,0.002204464039680353,Middel-Hoog
282,Drenthe,De Wolden,2015,K,Financiële dienstverlening,155.0,0.004271149076880683,Middel-Hoog
283,Drenthe,De Wolden,2015,L,Verhuur en handel van onroerend goed,25.0,0.0006888950124001103,Middel
284,Drenthe,De Wolden,2015,M,Specialistische zakelijke diensten,345.0,0.00950675117112152,Hoog
285,Drenthe,De Wolden,2015,N,Verhuur en overige zakelijke diensten,105.0,0.002893359052080463,Middel-Hoog
286,Drenthe,De Wolden,2015,R,"Cultuur, sport en recreatie",90.0,0.002480022044640397,Middel-Hoog
287,Drenthe,De Wolden,2015,S,Overige dienstverlening,170.0,0.00468448608432075,Middel-Hoog
288,Drenthe,De Wolden,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
289,Drenthe,De Wolden,2016,A,"Landbouw, bosbouw en visserij",465.0,0.012813447230642051,Hoog
290,Drenthe,De Wolden,2016,B,Delfstoffenwinning,0.0,0.0,Geen
291,Drenthe,De Wolden,2016,C,Industrie,115.0,0.003168917057040507,Middel-Hoog
292,Drenthe,De Wolden,2016,D,Energievoorziening,0.0,0.0,Geen
293,Drenthe,De Wolden,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
294,Drenthe,De Wolden,2016,F,Bouwnijverheid,275.0,0.007577845136401213,Hoog
295,Drenthe,De Wolden,2016,G,Handel,425.0,0.011711215210801875,Hoog
296,Drenthe,De Wolden,2016,H,Vervoer en opslag,75.0,0.002066685037200331,Middel-Hoog
297,Drenthe,De Wolden,2016,I,Horeca,100.0,0.002755580049600441,Middel-Hoog
298,Drenthe,De Wolden,2016,J,Informatie en communicatie,80.0,0.002204464039680353,Middel-Hoog
299,Drenthe,De Wolden,2016,K,Financiële dienstverlening,165.0,0.004546707081840727,Middel-Hoog
300,Drenthe,De Wolden,2016,L,Verhuur en handel van onroerend goed,25.0,0.0006888950124001103,Middel
301,Drenthe,De Wolden,2016,M,Specialistische zakelijke diensten,365.0,0.010057867181041609,Hoog
302,Drenthe,De Wolden,2016,N,Verhuur en overige zakelijke diensten,115.0,0.003168917057040507,Middel-Hoog
303,Drenthe,De Wolden,2016,R,"Cultuur, sport en recreatie",90.0,0.002480022044640397,Middel-Hoog
304,Drenthe,De Wolden,2016,S,Overige dienstverlening,180.0,0.004960044089280794,Middel-Hoog
305,Drenthe,De Wolden,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
306,Drenthe,De Wolden,2017,A,"Landbouw, bosbouw en visserij",475.0,0.013089005235602094,Hoog
307,Drenthe,De Wolden,2017,B,Delfstoffenwinning,0.0,0.0,Geen
308,Drenthe,De Wolden,2017,C,Industrie,120.0,0.003306696059520529,Middel-Hoog
309,Drenthe,De Wolden,2017,D,Energievoorziening,0.0,0.0,Geen
310,Drenthe,De Wolden,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
311,Drenthe,De Wolden,2017,F,Bouwnijverheid,270.0,0.0074400661339211905,Hoog
312,Drenthe,De Wolden,2017,G,Handel,430.0,0.011848994213281895,Hoog
313,Drenthe,De Wolden,2017,H,Vervoer en opslag,90.0,0.002480022044640397,Middel-Hoog
314,Drenthe,De Wolden,2017,I,Horeca,95.0,0.002617801047120419,Middel-Hoog
315,Drenthe,De Wolden,2017,J,Informatie en communicatie,65.0,0.0017911270322402866,Geen
316,Drenthe,De Wolden,2017,K,Financiële dienstverlening,170.0,0.00468448608432075,Middel-Hoog
317,Drenthe,De Wolden,2017,L,Verhuur en handel van onroerend goed,25.0,0.0006888950124001103,Middel
318,Drenthe,De Wolden,2017,M,Specialistische zakelijke diensten,370.0,0.010195646183521631,Hoog
319,Drenthe,De Wolden,2017,N,Verhuur en overige zakelijke diensten,110.0,0.003031138054560485,Middel-Hoog
320,Drenthe,De Wolden,2017,R,"Cultuur, sport en recreatie",95.0,0.002617801047120419,Middel-Hoog
321,Drenthe,De Wolden,2017,S,Overige dienstverlening,200.0,0.005511160099200882,Hoog
322,Drenthe,De Wolden,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
323,Drenthe,De Wolden,2018,A,"Landbouw, bosbouw en visserij",480.0,0.013226784238082117,Hoog
324,Drenthe,De Wolden,2018,B,Delfstoffenwinning,0.0,0.0,Geen
325,Drenthe,De Wolden,2018,C,Industrie,120.0,0.003306696059520529,Middel-Hoog
326,Drenthe,De Wolden,2018,D,Energievoorziening,0.0,0.0,Geen
327,Drenthe,De Wolden,2018,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
328,Drenthe,De Wolden,2018,F,Bouwnijverheid,280.0,0.0077156241388812346,Hoog
329,Drenthe,De Wolden,2018,G,Handel,435.0,0.011986773215761918,Hoog
330,Drenthe,De Wolden,2018,H,Vervoer en opslag,90.0,0.002480022044640397,Middel-Hoog
331,Drenthe,De Wolden,2018,I,Horeca,105.0,0.002893359052080463,Middel-Hoog
332,Drenthe,De Wolden,2018,J,Informatie en communicatie,70.0,0.0019289060347203086,Middel-Hoog
333,Drenthe,De Wolden,2018,K,Financiële dienstverlening,175.0,0.0048222650868007715,Middel-Hoog
334,Drenthe,De Wolden,2018,L,Verhuur en handel van onroerend goed,30.0,0.0008266740148801323,Middel
335,Drenthe,De Wolden,2018,M,Specialistische zakelijke diensten,395.0,0.010884541195921742,Hoog
336,Drenthe,De Wolden,2018,N,Verhuur en overige zakelijke diensten,115.0,0.003168917057040507,Middel-Hoog
337,Drenthe,De Wolden,2018,R,"Cultuur, sport en recreatie",105.0,0.002893359052080463,Middel-Hoog
338,Drenthe,De Wolden,2018,S,Overige dienstverlening,200.0,0.005511160099200882,Hoog
339,Drenthe,De Wolden,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
340,Drenthe,Emmen,2015,A,"Landbouw, bosbouw en visserij",425.0,0.011711215210801875,Hoog
341,Drenthe,Emmen,2015,B,Delfstoffenwinning,15.0,0.00041333700744006614,Middel
342,Drenthe,Emmen,2015,C,Industrie,375.0,0.010333425186001654,Hoog
343,Drenthe,Emmen,2015,D,Energievoorziening,5.0,0.00013777900248002206,Middel
344,Drenthe,Emmen,2015,E,Waterbedrijven en afvalbeheer,20.0,0.0005511160099200882,Middel
345,Drenthe,Emmen,2015,F,Bouwnijverheid,940.0,0.025902452466244143,Hoog
346,Drenthe,Emmen,2015,G,Handel,1870.0,0.051529346927528245,Hoog
347,Drenthe,Emmen,2015,H,Vervoer en opslag,170.0,0.00468448608432075,Middel-Hoog
348,Drenthe,Emmen,2015,I,Horeca,295.0,0.008128961146321301,Hoog
349,Drenthe,Emmen,2015,J,Informatie en communicatie,290.0,0.007991182143841279,Hoog
350,Drenthe,Emmen,2015,K,Financiële dienstverlening,560.0,0.015431248277762469,Hoog
351,Drenthe,Emmen,2015,L,Verhuur en handel van onroerend goed,115.0,0.003168917057040507,Middel-Hoog
352,Drenthe,Emmen,2015,M,Specialistische zakelijke diensten,965.0,0.026591347478644254,Hoog
353,Drenthe,Emmen,2015,N,Verhuur en overige zakelijke diensten,390.0,0.01074676219344172,Hoog
354,Drenthe,Emmen,2015,R,"Cultuur, sport en recreatie",270.0,0.0074400661339211905,Hoog
355,Drenthe,Emmen,2015,S,Overige dienstverlening,590.0,0.016257922292642602,Hoog
356,Drenthe,Emmen,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
357,Drenthe,Emmen,2016,A,"Landbouw, bosbouw en visserij",450.0,0.012400110223201984,Hoog
358,Drenthe,Emmen,2016,B,Delfstoffenwinning,20.0,0.0005511160099200882,Middel
359,Drenthe,Emmen,2016,C,Industrie,390.0,0.01074676219344172,Hoog
360,Drenthe,Emmen,2016,D,Energievoorziening,5.0,0.00013777900248002206,Middel
361,Drenthe,Emmen,2016,E,Waterbedrijven en afvalbeheer,20.0,0.0005511160099200882,Middel
362,Drenthe,Emmen,2016,F,Bouwnijverheid,940.0,0.025902452466244143,Hoog
363,Drenthe,Emmen,2016,G,Handel,1910.0,0.052631578947368425,Hoog
364,Drenthe,Emmen,2016,H,Vervoer en opslag,170.0,0.00468448608432075,Middel-Hoog
365,Drenthe,Emmen,2016,I,Horeca,295.0,0.008128961146321301,Hoog
366,Drenthe,Emmen,2016,J,Informatie en communicatie,295.0,0.008128961146321301,Hoog
367,Drenthe,Emmen,2016,K,Financiële dienstverlening,575.0,0.015844585285202537,Hoog
368,Drenthe,Emmen,2016,L,Verhuur en handel van onroerend goed,120.0,0.003306696059520529,Middel-Hoog
369,Drenthe,Emmen,2016,M,Specialistische zakelijke diensten,985.0,0.027142463488564344,Hoog
370,Drenthe,Emmen,2016,N,Verhuur en overige zakelijke diensten,410.0,0.011297878203361807,Hoog
371,Drenthe,Emmen,2016,R,"Cultuur, sport en recreatie",295.0,0.008128961146321301,Hoog
372,Drenthe,Emmen,2016,S,Overige dienstverlening,620.0,0.017084596307522733,Hoog
373,Drenthe,Emmen,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
374,Drenthe,Emmen,2017,A,"Landbouw, bosbouw en visserij",455.0,0.012537889225682006,Hoog
375,Drenthe,Emmen,2017,B,Delfstoffenwinning,20.0,0.0005511160099200882,Middel
376,Drenthe,Emmen,2017,C,Industrie,380.0,0.010471204188481676,Hoog
377,Drenthe,Emmen,2017,D,Energievoorziening,0.0,0.0,Geen
378,Drenthe,Emmen,2017,E,Waterbedrijven en afvalbeheer,20.0,0.0005511160099200882,Middel
379,Drenthe,Emmen,2017,F,Bouwnijverheid,950.0,0.02617801047120419,Hoog
380,Drenthe,Emmen,2017,G,Handel,1875.0,0.051667125930008266,Hoog
381,Drenthe,Emmen,2017,H,Vervoer en opslag,185.0,0.0050978230917608156,Middel-Hoog
382,Drenthe,Emmen,2017,I,Horeca,300.0,0.008266740148801324,Hoog
383,Drenthe,Emmen,2017,J,Informatie en communicatie,295.0,0.008128961146321301,Hoog
384,Drenthe,Emmen,2017,K,Financiële dienstverlening,555.0,0.015293469275282447,Hoog
385,Drenthe,Emmen,2017,L,Verhuur en handel van onroerend goed,125.0,0.003444475062000551,Middel-Hoog
386,Drenthe,Emmen,2017,M,Specialistische zakelijke diensten,1015.0,0.027969137503444475,Hoog
387,Drenthe,Emmen,2017,N,Verhuur en overige zakelijke diensten,405.0,0.011160099200881787,Hoog
388,Drenthe,Emmen,2017,R,"Cultuur, sport en recreatie",300.0,0.008266740148801324,Hoog
389,Drenthe,Emmen,2017,S,Overige dienstverlening,665.0,0.018324607329842934,Hoog
390,Drenthe,Emmen,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
391,Drenthe,Emmen,2018,A,"Landbouw, bosbouw en visserij",465.0,0.012813447230642051,Hoog
392,Drenthe,Emmen,2018,B,Delfstoffenwinning,20.0,0.0005511160099200882,Middel
393,Drenthe,Emmen,2018,C,Industrie,375.0,0.010333425186001654,Hoog
394,Drenthe,Emmen,2018,D,Energievoorziening,0.0,0.0,Geen
395,Drenthe,Emmen,2018,E,Waterbedrijven en afvalbeheer,20.0,0.0005511160099200882,Middel
396,Drenthe,Emmen,2018,F,Bouwnijverheid,1000.0,0.02755580049600441,Hoog
397,Drenthe,Emmen,2018,G,Handel,1900.0,0.05235602094240838,Hoog
398,Drenthe,Emmen,2018,H,Vervoer en opslag,190.0,0.005235602094240838,Geen
399,Drenthe,Emmen,2018,I,Horeca,325.0,0.008955635161201432,Hoog
400,Drenthe,Emmen,2018,J,Informatie en communicatie,310.0,0.008542298153761367,Hoog
401,Drenthe,Emmen,2018,K,Financiële dienstverlening,560.0,0.015431248277762469,Hoog
402,Drenthe,Emmen,2018,L,Verhuur en handel van onroerend goed,130.0,0.0035822540644805732,Middel-Hoog
403,Drenthe,Emmen,2018,M,Specialistische zakelijke diensten,1070.0,0.029484706530724717,Hoog
404,Drenthe,Emmen,2018,N,Verhuur en overige zakelijke diensten,395.0,0.010884541195921742,Hoog
405,Drenthe,Emmen,2018,R,"Cultuur, sport en recreatie",330.0,0.009093414163681455,Hoog
406,Drenthe,Emmen,2018,S,Overige dienstverlening,680.0,0.018737944337283,Hoog
407,Drenthe,Emmen,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
408,Drenthe,Hoogeveen,2015,A,"Landbouw, bosbouw en visserij",210.0,0.005786718104160926,Hoog
409,Drenthe,Hoogeveen,2015,B,Delfstoffenwinning,10.0,0.0002755580049600441,Middel
410,Drenthe,Hoogeveen,2015,C,Industrie,215.0,0.005924497106640948,Hoog
411,Drenthe,Hoogeveen,2015,D,Energievoorziening,0.0,0.0,Geen
412,Drenthe,Hoogeveen,2015,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
413,Drenthe,Hoogeveen,2015,F,Bouwnijverheid,520.0,0.014329016257922293,Hoog
414,Drenthe,Hoogeveen,2015,G,Handel,1065.0,0.029346927528244696,Hoog
415,Drenthe,Hoogeveen,2015,H,Vervoer en opslag,95.0,0.002617801047120419,Middel-Hoog
416,Drenthe,Hoogeveen,2015,I,Horeca,155.0,0.004271149076880683,Middel-Hoog
417,Drenthe,Hoogeveen,2015,J,Informatie en communicatie,125.0,0.003444475062000551,Middel-Hoog
418,Drenthe,Hoogeveen,2015,K,Financiële dienstverlening,250.0,0.006888950124001102,Hoog
419,Drenthe,Hoogeveen,2015,L,Verhuur en handel van onroerend goed,75.0,0.002066685037200331,Middel-Hoog
420,Drenthe,Hoogeveen,2015,M,Specialistische zakelijke diensten,530.0,0.014604574262882338,Hoog
421,Drenthe,Hoogeveen,2015,N,Verhuur en overige zakelijke diensten,205.0,0.005648939101680904,Hoog
422,Drenthe,Hoogeveen,2015,R,"Cultuur, sport en recreatie",135.0,0.0037200330669605952,Middel-Hoog
423,Drenthe,Hoogeveen,2015,S,Overige dienstverlening,285.0,0.007853403141361256,Hoog
424,Drenthe,Hoogeveen,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
425,Drenthe,Hoogeveen,2016,A,"Landbouw, bosbouw en visserij",210.0,0.005786718104160926,Hoog
426,Drenthe,Hoogeveen,2016,B,Delfstoffenwinning,10.0,0.0002755580049600441,Middel
427,Drenthe,Hoogeveen,2016,C,Industrie,215.0,0.005924497106640948,Hoog
428,Drenthe,Hoogeveen,2016,D,Energievoorziening,0.0,0.0,Geen
429,Drenthe,Hoogeveen,2016,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
430,Drenthe,Hoogeveen,2016,F,Bouwnijverheid,540.0,0.014880132267842381,Hoog
431,Drenthe,Hoogeveen,2016,G,Handel,1065.0,0.029346927528244696,Hoog
432,Drenthe,Hoogeveen,2016,H,Vervoer en opslag,95.0,0.002617801047120419,Middel-Hoog
433,Drenthe,Hoogeveen,2016,I,Horeca,155.0,0.004271149076880683,Middel-Hoog
434,Drenthe,Hoogeveen,2016,J,Informatie en communicatie,130.0,0.0035822540644805732,Middel-Hoog
435,Drenthe,Hoogeveen,2016,K,Financiële dienstverlening,280.0,0.0077156241388812346,Hoog
436,Drenthe,Hoogeveen,2016,L,Verhuur en handel van onroerend goed,70.0,0.0019289060347203086,Middel-Hoog
437,Drenthe,Hoogeveen,2016,M,Specialistische zakelijke diensten,525.0,0.014466795260402315,Hoog
438,Drenthe,Hoogeveen,2016,N,Verhuur en overige zakelijke diensten,205.0,0.005648939101680904,Hoog
439,Drenthe,Hoogeveen,2016,R,"Cultuur, sport en recreatie",135.0,0.0037200330669605952,Middel-Hoog
440,Drenthe,Hoogeveen,2016,S,Overige dienstverlening,295.0,0.008128961146321301,Hoog
441,Drenthe,Hoogeveen,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
442,Drenthe,Hoogeveen,2017,A,"Landbouw, bosbouw en visserij",220.0,0.00606227610912097,Hoog
443,Drenthe,Hoogeveen,2017,B,Delfstoffenwinning,5.0,0.00013777900248002206,Middel
444,Drenthe,Hoogeveen,2017,C,Industrie,215.0,0.005924497106640948,Hoog
445,Drenthe,Hoogeveen,2017,D,Energievoorziening,0.0,0.0,Geen
446,Drenthe,Hoogeveen,2017,E,Waterbedrijven en afvalbeheer,10.0,0.0002755580049600441,Middel
447,Drenthe,Hoogeveen,2017,F,Bouwnijverheid,565.0,0.015569027280242492,Hoog
448,Drenthe,Hoogeveen,2017,G,Handel,1065.0,0.029346927528244696,Hoog
449,Drenthe,Hoogeveen,2017,H,Vervoer en opslag,95.0,0.002617801047120419,Middel-Hoog
450,Drenthe,Hoogeveen,2017,I,Horeca,160.0,0.004408928079360706,Middel-Hoog
451,Drenthe,Hoogeveen,2017,J,Informatie en communicatie,145.0,0.003995591071920639,Middel-Hoog
452,Drenthe,Hoogeveen,2017,K,Financiële dienstverlening,275.0,0.007577845136401213,Hoog
453,Drenthe,Hoogeveen,2017,L,Verhuur en handel van onroerend goed,75.0,0.002066685037200331,Middel-Hoog
454,Drenthe,Hoogeveen,2017,M,Specialistische zakelijke diensten,545.0,0.015017911270322403,Hoog
455,Drenthe,Hoogeveen,2017,N,Verhuur en overige zakelijke diensten,205.0,0.005648939101680904,Hoog
456,Drenthe,Hoogeveen,2017,R,"Cultuur, sport en recreatie",140.0,0.0038578120694406173,Middel-Hoog
457,Drenthe,Hoogeveen,2017,S,Overige dienstverlening,305.0,0.008404519151281344,Hoog
458,Drenthe,Hoogeveen,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
459,Drenthe,Hoogeveen,2018,A,"Landbouw, bosbouw en visserij",220.0,0.00606227610912097,Hoog
460,Drenthe,Hoogeveen,2018,B,Delfstoffenwinning,10.0,0.0002755580049600441,Middel
461,Drenthe,Hoogeveen,2018,C,Industrie,220.0,0.00606227610912097,Hoog
462,Drenthe,Hoogeveen,2018,D,Energievoorziening,5.0,0.00013777900248002206,Middel
463,Drenthe,Hoogeveen,2018,E,Waterbedrijven en afvalbeheer,10.0,0.0002755580049600441,Middel
464,Drenthe,Hoogeveen,2018,F,Bouwnijverheid,555.0,0.015293469275282447,Hoog
465,Drenthe,Hoogeveen,2018,G,Handel,1070.0,0.029484706530724717,Hoog
466,Drenthe,Hoogeveen,2018,H,Vervoer en opslag,100.0,0.002755580049600441,Middel-Hoog
467,Drenthe,Hoogeveen,2018,I,Horeca,165.0,0.004546707081840727,Middel-Hoog
468,Drenthe,Hoogeveen,2018,J,Informatie en communicatie,150.0,0.004133370074400662,Middel-Hoog
469,Drenthe,Hoogeveen,2018,K,Financiële dienstverlening,290.0,0.007991182143841279,Hoog
470,Drenthe,Hoogeveen,2018,L,Verhuur en handel van onroerend goed,80.0,0.002204464039680353,Middel-Hoog
471,Drenthe,Hoogeveen,2018,M,Specialistische zakelijke diensten,575.0,0.015844585285202537,Hoog
472,Drenthe,Hoogeveen,2018,N,Verhuur en overige zakelijke diensten,220.0,0.00606227610912097,Hoog
473,Drenthe,Hoogeveen,2018,R,"Cultuur, sport en recreatie",145.0,0.003995591071920639,Middel-Hoog
474,Drenthe,Hoogeveen,2018,S,Overige dienstverlening,320.0,0.008817856158721412,Hoog
475,Drenthe,Hoogeveen,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
476,Drenthe,Meppel,2015,A,"Landbouw, bosbouw en visserij",100.0,0.002755580049600441,Middel-Hoog
477,Drenthe,Meppel,2015,B,Delfstoffenwinning,0.0,0.0,Geen
478,Drenthe,Meppel,2015,C,Industrie,140.0,0.0038578120694406173,Middel-Hoog
479,Drenthe,Meppel,2015,D,Energievoorziening,5.0,0.00013777900248002206,Middel
480,Drenthe,Meppel,2015,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
481,Drenthe,Meppel,2015,F,Bouwnijverheid,190.0,0.005235602094240838,Geen
482,Drenthe,Meppel,2015,G,Handel,575.0,0.015844585285202537,Hoog
483,Drenthe,Meppel,2015,H,Vervoer en opslag,75.0,0.002066685037200331,Middel-Hoog
484,Drenthe,Meppel,2015,I,Horeca,100.0,0.002755580049600441,Middel-Hoog
485,Drenthe,Meppel,2015,J,Informatie en communicatie,120.0,0.003306696059520529,Middel-Hoog
486,Drenthe,Meppel,2015,K,Financiële dienstverlening,170.0,0.00468448608432075,Middel-Hoog
487,Drenthe,Meppel,2015,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
488,Drenthe,Meppel,2015,M,Specialistische zakelijke diensten,500.0,0.013777900248002205,Hoog
489,Drenthe,Meppel,2015,N,Verhuur en overige zakelijke diensten,135.0,0.0037200330669605952,Middel-Hoog
490,Drenthe,Meppel,2015,R,"Cultuur, sport en recreatie",130.0,0.0035822540644805732,Middel-Hoog
491,Drenthe,Meppel,2015,S,Overige dienstverlening,180.0,0.004960044089280794,Middel-Hoog
492,Drenthe,Meppel,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
493,Drenthe,Meppel,2016,A,"Landbouw, bosbouw en visserij",100.0,0.002755580049600441,Middel-Hoog
494,Drenthe,Meppel,2016,B,Delfstoffenwinning,0.0,0.0,Geen
495,Drenthe,Meppel,2016,C,Industrie,140.0,0.0038578120694406173,Middel-Hoog
496,Drenthe,Meppel,2016,D,Energievoorziening,5.0,0.00013777900248002206,Middel
497,Drenthe,Meppel,2016,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
498,Drenthe,Meppel,2016,F,Bouwnijverheid,195.0,0.00537338109672086,Hoog
499,Drenthe,Meppel,2016,G,Handel,585.0,0.016120143290162578,Hoog
500,Drenthe,Meppel,2016,H,Vervoer en opslag,80.0,0.002204464039680353,Middel-Hoog
501,Drenthe,Meppel,2016,I,Horeca,100.0,0.002755580049600441,Middel-Hoog
502,Drenthe,Meppel,2016,J,Informatie en communicatie,115.0,0.003168917057040507,Middel-Hoog
503,Drenthe,Meppel,2016,K,Financiële dienstverlening,185.0,0.0050978230917608156,Middel-Hoog
504,Drenthe,Meppel,2016,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
505,Drenthe,Meppel,2016,M,Specialistische zakelijke diensten,535.0,0.014742353265362359,Hoog
506,Drenthe,Meppel,2016,N,Verhuur en overige zakelijke diensten,145.0,0.003995591071920639,Middel-Hoog
507,Drenthe,Meppel,2016,R,"Cultuur, sport en recreatie",135.0,0.0037200330669605952,Middel-Hoog
508,Drenthe,Meppel,2016,S,Overige dienstverlening,180.0,0.004960044089280794,Middel-Hoog
509,Drenthe,Meppel,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
510,Drenthe,Meppel,2017,A,"Landbouw, bosbouw en visserij",100.0,0.002755580049600441,Middel-Hoog
511,Drenthe,Meppel,2017,B,Delfstoffenwinning,0.0,0.0,Geen
512,Drenthe,Meppel,2017,C,Industrie,140.0,0.0038578120694406173,Middel-Hoog
513,Drenthe,Meppel,2017,D,Energievoorziening,5.0,0.00013777900248002206,Middel
514,Drenthe,Meppel,2017,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
515,Drenthe,Meppel,2017,F,Bouwnijverheid,195.0,0.00537338109672086,Hoog
516,Drenthe,Meppel,2017,G,Handel,575.0,0.015844585285202537,Hoog
517,Drenthe,Meppel,2017,H,Vervoer en opslag,85.0,0.002342243042160375,Middel-Hoog
518,Drenthe,Meppel,2017,I,Horeca,100.0,0.002755580049600441,Middel-Hoog
519,Drenthe,Meppel,2017,J,Informatie en communicatie,120.0,0.003306696059520529,Middel-Hoog
520,Drenthe,Meppel,2017,K,Financiële dienstverlening,190.0,0.005235602094240838,Geen
521,Drenthe,Meppel,2017,L,Verhuur en handel van onroerend goed,40.0,0.0011022320198401765,Middel
522,Drenthe,Meppel,2017,M,Specialistische zakelijke diensten,530.0,0.014604574262882338,Hoog
523,Drenthe,Meppel,2017,N,Verhuur en overige zakelijke diensten,140.0,0.0038578120694406173,Middel-Hoog
524,Drenthe,Meppel,2017,R,"Cultuur, sport en recreatie",135.0,0.0037200330669605952,Middel-Hoog
525,Drenthe,Meppel,2017,S,Overige dienstverlening,195.0,0.00537338109672086,Hoog
526,Drenthe,Meppel,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
527,Drenthe,Meppel,2018,A,"Landbouw, bosbouw en visserij",105.0,0.002893359052080463,Middel-Hoog
