,Soort_misdrijf,Perioden,Regio's,Provincie,Aantal_misdrijven,Misdrijven_relatief(%),Aantal_misdrijven_genormaliseerd,Aantal_misdrijven_klasse
125,7 (Vuur)wapenmisdrijven,2013,Aalsmeer,Noord-Holland,0.0,0.0,0.0,Laag
126,7 (Vuur)wapenmisdrijven,2014,Aalsmeer,Noord-Holland,5.0,0.0,4.918839153959666e-05,Laag
127,7 (Vuur)wapenmisdrijven,2015,Aalsmeer,Noord-Holland,0.0,0.0,0.0,Laag
128,7 (Vuur)wapenmisdrijven,2016,Aalsmeer,Noord-Holland,5.0,0.0,4.918839153959666e-05,Laag
129,7 (Vuur)wapenmisdrijven,2017,Aalsmeer,Noord-Holland,0.0,0.0,0.0,Laag
130,9 Misdrijven overige wetten,2013,Aalsmeer,Noord-Holland,5.0,0.0,4.918839153959666e-05,Laag
131,9 Misdrijven overige wetten,2014,Aalsmeer,Noord-Holland,5.0,0.0,4.918839153959666e-05,Laag
132,9 Misdrijven overige wetten,2015,Aalsmeer,Noord-Holland,5.0,0.0,4.918839153959666e-05,Laag
133,9 Misdrijven overige wetten,2016,Aalsmeer,Noord-Holland,0.0,0.0,0.0,Laag
134,9 Misdrijven overige wetten,2017,Aalsmeer,Noord-Holland,0.0,0.0,0.0,Laag
135,"Misdrijven, totaal",2013,Aalten,Gelderland,685.0,100.0,0.006738809640924742,Hoog
136,"Misdrijven, totaal",2014,Aalten,Gelderland,685.0,100.0,0.006738809640924742,Hoog
137,"Misdrijven, totaal",2015,Aalten,Gelderland,615.0,100.0,0.006050172159370389,Hoog
138,"Misdrijven, totaal",2016,Aalten,Gelderland,635.0,100.0,0.0062469257255287755,Hoog
139,"Misdrijven, totaal",2017,Aalten,Gelderland,530.0,100.0,0.005213969503197246,Hoog
140,1 Vermogensmisdrijven,2013,Aalten,Gelderland,385.0,56.0,0.0037875061485489426,Hoog
141,1 Vermogensmisdrijven,2014,Aalten,Gelderland,405.0,59.0,0.003984259714707329,Hoog
142,1 Vermogensmisdrijven,2015,Aalten,Gelderland,360.0,59.0,0.0035415641908509593,Hoog
143,1 Vermogensmisdrijven,2016,Aalten,Gelderland,375.0,59.0,0.0036891293654697493,Hoog
144,1 Vermogensmisdrijven,2017,Aalten,Gelderland,290.0,55.0,0.0028529267092966062,Midden
145,"2 Vernielingen, misdr.openb.orde/gezag",2013,Aalten,Gelderland,120.0,17.0,0.0011805213969503198,Midden
146,"2 Vernielingen, misdr.openb.orde/gezag",2014,Aalten,Gelderland,110.0,16.0,0.0010821446138711264,Midden
147,"2 Vernielingen, misdr.openb.orde/gezag",2015,Aalten,Gelderland,100.0,16.0,0.000983767830791933,Midden
148,"2 Vernielingen, misdr.openb.orde/gezag",2016,Aalten,Gelderland,70.0,11.0,0.0006886374815543532,Midden
149,"2 Vernielingen, misdr.openb.orde/gezag",2017,Aalten,Gelderland,65.0,12.0,0.0006394490900147565,Midden
150,3 Gewelds- en seksuele misdrijven,2013,Aalten,Gelderland,60.0,9.0,0.0005902606984751599,Midden
151,3 Gewelds- en seksuele misdrijven,2014,Aalten,Gelderland,60.0,9.0,0.0005902606984751599,Midden
152,3 Gewelds- en seksuele misdrijven,2015,Aalten,Gelderland,50.0,8.0,0.0004918839153959665,Midden
153,3 Gewelds- en seksuele misdrijven,2016,Aalten,Gelderland,75.0,12.0,0.0007378258730939499,Midden
154,3 Gewelds- en seksuele misdrijven,2017,Aalten,Gelderland,45.0,8.0,0.0004426955238563699,Midden
155,4 Misdrijven WvSr (overig),2013,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
156,4 Misdrijven WvSr (overig),2014,Aalten,Gelderland,0.0,0.0,0.0,Laag
157,4 Misdrijven WvSr (overig),2015,Aalten,Gelderland,0.0,0.0,0.0,Laag
158,4 Misdrijven WvSr (overig),2016,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
159,4 Misdrijven WvSr (overig),2017,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
160,5 Verkeersmisdrijven,2013,Aalten,Gelderland,100.0,14.0,0.000983767830791933,Midden
161,5 Verkeersmisdrijven,2014,Aalten,Gelderland,100.0,15.0,0.000983767830791933,Midden
162,5 Verkeersmisdrijven,2015,Aalten,Gelderland,95.0,15.0,0.0009345794392523365,Midden
163,5 Verkeersmisdrijven,2016,Aalten,Gelderland,90.0,15.0,0.0008853910477127398,Midden
164,5 Verkeersmisdrijven,2017,Aalten,Gelderland,105.0,20.0,0.0010329562223315297,Midden
165,6 Drugsmisdrijven,2013,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
166,6 Drugsmisdrijven,2014,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
167,6 Drugsmisdrijven,2015,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
168,6 Drugsmisdrijven,2016,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
169,6 Drugsmisdrijven,2017,Aalten,Gelderland,10.0,2.0,9.837678307919332e-05,Laag
170,7 (Vuur)wapenmisdrijven,2013,Aalten,Gelderland,5.0,0.0,4.918839153959666e-05,Laag
171,7 (Vuur)wapenmisdrijven,2014,Aalten,Gelderland,5.0,0.0,4.918839153959666e-05,Laag
172,7 (Vuur)wapenmisdrijven,2015,Aalten,Gelderland,0.0,0.0,0.0,Laag
173,7 (Vuur)wapenmisdrijven,2016,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
174,7 (Vuur)wapenmisdrijven,2017,Aalten,Gelderland,0.0,0.0,0.0,Laag
175,9 Misdrijven overige wetten,2013,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
176,9 Misdrijven overige wetten,2014,Aalten,Gelderland,5.0,0.0,4.918839153959666e-05,Laag
177,9 Misdrijven overige wetten,2015,Aalten,Gelderland,0.0,0.0,0.0,Laag
178,9 Misdrijven overige wetten,2016,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
179,9 Misdrijven overige wetten,2017,Aalten,Gelderland,5.0,1.0,4.918839153959666e-05,Laag
180,"Misdrijven, totaal",2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
181,"Misdrijven, totaal",2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
182,"Misdrijven, totaal",2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
183,"Misdrijven, totaal",2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
184,"Misdrijven, totaal",2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
185,1 Vermogensmisdrijven,2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
186,1 Vermogensmisdrijven,2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
187,1 Vermogensmisdrijven,2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
188,1 Vermogensmisdrijven,2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
189,1 Vermogensmisdrijven,2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
190,"2 Vernielingen, misdr.openb.orde/gezag",2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
191,"2 Vernielingen, misdr.openb.orde/gezag",2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
192,"2 Vernielingen, misdr.openb.orde/gezag",2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
193,"2 Vernielingen, misdr.openb.orde/gezag",2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
194,"2 Vernielingen, misdr.openb.orde/gezag",2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
195,3 Gewelds- en seksuele misdrijven,2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
196,3 Gewelds- en seksuele misdrijven,2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
197,3 Gewelds- en seksuele misdrijven,2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
198,3 Gewelds- en seksuele misdrijven,2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
199,3 Gewelds- en seksuele misdrijven,2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
200,4 Misdrijven WvSr (overig),2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
201,4 Misdrijven WvSr (overig),2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
202,4 Misdrijven WvSr (overig),2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
203,4 Misdrijven WvSr (overig),2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
204,4 Misdrijven WvSr (overig),2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
205,5 Verkeersmisdrijven,2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
206,5 Verkeersmisdrijven,2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
207,5 Verkeersmisdrijven,2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
208,5 Verkeersmisdrijven,2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
209,5 Verkeersmisdrijven,2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
210,6 Drugsmisdrijven,2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
211,6 Drugsmisdrijven,2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
212,6 Drugsmisdrijven,2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
213,6 Drugsmisdrijven,2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
214,6 Drugsmisdrijven,2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
215,7 (Vuur)wapenmisdrijven,2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
216,7 (Vuur)wapenmisdrijven,2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
217,7 (Vuur)wapenmisdrijven,2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
218,7 (Vuur)wapenmisdrijven,2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
219,7 (Vuur)wapenmisdrijven,2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
220,9 Misdrijven overige wetten,2013,Abcoude,Utrecht,0.0,0.0,0.0,Laag
221,9 Misdrijven overige wetten,2014,Abcoude,Utrecht,0.0,0.0,0.0,Laag
222,9 Misdrijven overige wetten,2015,Abcoude,Utrecht,0.0,0.0,0.0,Laag
223,9 Misdrijven overige wetten,2016,Abcoude,Utrecht,0.0,0.0,0.0,Laag
224,9 Misdrijven overige wetten,2017,Abcoude,Utrecht,0.0,0.0,0.0,Laag
225,"Misdrijven, totaal",2013,Achtkarspelen,Friesland,725.0,100.0,0.007132316773241516,Hoog
226,"Misdrijven, totaal",2014,Achtkarspelen,Friesland,770.0,100.0,0.007575012297097885,Hoog
227,"Misdrijven, totaal",2015,Achtkarspelen,Friesland,735.0,100.0,0.007230693556320709,Hoog
228,"Misdrijven, totaal",2016,Achtkarspelen,Friesland,760.0,100.0,0.007476635514018692,Hoog
229,"Misdrijven, totaal",2017,Achtkarspelen,Friesland,650.0,100.0,0.006394490900147565,Hoog
230,1 Vermogensmisdrijven,2013,Achtkarspelen,Friesland,310.0,42.0,0.003049680275454993,Midden
231,1 Vermogensmisdrijven,2014,Achtkarspelen,Friesland,330.0,43.0,0.003246433841613379,Hoog
232,1 Vermogensmisdrijven,2015,Achtkarspelen,Friesland,330.0,45.0,0.003246433841613379,Hoog
233,1 Vermogensmisdrijven,2016,Achtkarspelen,Friesland,350.0,46.0,0.003443187407771766,Hoog
234,1 Vermogensmisdrijven,2017,Achtkarspelen,Friesland,285.0,44.0,0.0028037383177570096,Midden
235,"2 Vernielingen, misdr.openb.orde/gezag",2013,Achtkarspelen,Friesland,170.0,24.0,0.0016724053123462863,Midden
236,"2 Vernielingen, misdr.openb.orde/gezag",2014,Achtkarspelen,Friesland,165.0,21.0,0.0016232169208066896,Midden
237,"2 Vernielingen, misdr.openb.orde/gezag",2015,Achtkarspelen,Friesland,145.0,20.0,0.0014264633546483031,Midden
238,"2 Vernielingen, misdr.openb.orde/gezag",2016,Achtkarspelen,Friesland,130.0,17.0,0.001278898180029513,Midden
239,"2 Vernielingen, misdr.openb.orde/gezag",2017,Achtkarspelen,Friesland,105.0,16.0,0.0010329562223315297,Midden
240,3 Gewelds- en seksuele misdrijven,2013,Achtkarspelen,Friesland,95.0,13.0,0.0009345794392523365,Midden
241,3 Gewelds- en seksuele misdrijven,2014,Achtkarspelen,Friesland,140.0,18.0,0.0013772749631087064,Midden
242,3 Gewelds- en seksuele misdrijven,2015,Achtkarspelen,Friesland,105.0,14.0,0.0010329562223315297,Midden
243,3 Gewelds- en seksuele misdrijven,2016,Achtkarspelen,Friesland,115.0,15.0,0.001131333005410723,Midden
244,3 Gewelds- en seksuele misdrijven,2017,Achtkarspelen,Friesland,105.0,16.0,0.0010329562223315297,Midden
245,4 Misdrijven WvSr (overig),2013,Achtkarspelen,Friesland,10.0,1.0,9.837678307919332e-05,Laag
246,4 Misdrijven WvSr (overig),2014,Achtkarspelen,Friesland,5.0,0.0,4.918839153959666e-05,Laag
247,4 Misdrijven WvSr (overig),2015,Achtkarspelen,Friesland,0.0,0.0,0.0,Laag
248,4 Misdrijven WvSr (overig),2016,Achtkarspelen,Friesland,10.0,1.0,9.837678307919332e-05,Laag
249,4 Misdrijven WvSr (overig),2017,Achtkarspelen,Friesland,10.0,2.0,9.837678307919332e-05,Laag
250,5 Verkeersmisdrijven,2013,Achtkarspelen,Friesland,105.0,15.0,0.0010329562223315297,Midden
251,5 Verkeersmisdrijven,2014,Achtkarspelen,Friesland,105.0,14.0,0.0010329562223315297,Midden
252,5 Verkeersmisdrijven,2015,Achtkarspelen,Friesland,105.0,14.0,0.0010329562223315297,Midden
253,5 Verkeersmisdrijven,2016,Achtkarspelen,Friesland,125.0,16.0,0.0012297097884899164,Midden
254,5 Verkeersmisdrijven,2017,Achtkarspelen,Friesland,110.0,17.0,0.0010821446138711264,Midden
255,6 Drugsmisdrijven,2013,Achtkarspelen,Friesland,20.0,3.0,0.00019675356615838664,Midden
256,6 Drugsmisdrijven,2014,Achtkarspelen,Friesland,20.0,3.0,0.00019675356615838664,Midden
257,6 Drugsmisdrijven,2015,Achtkarspelen,Friesland,40.0,5.0,0.0003935071323167733,Midden
258,6 Drugsmisdrijven,2016,Achtkarspelen,Friesland,20.0,3.0,0.00019675356615838664,Midden
259,6 Drugsmisdrijven,2017,Achtkarspelen,Friesland,30.0,5.0,0.00029513034923757994,Midden
260,7 (Vuur)wapenmisdrijven,2013,Achtkarspelen,Friesland,10.0,2.0,9.837678307919332e-05,Laag
261,7 (Vuur)wapenmisdrijven,2014,Achtkarspelen,Friesland,5.0,1.0,4.918839153959666e-05,Laag
262,7 (Vuur)wapenmisdrijven,2015,Achtkarspelen,Friesland,5.0,0.0,4.918839153959666e-05,Laag
263,7 (Vuur)wapenmisdrijven,2016,Achtkarspelen,Friesland,5.0,0.0,4.918839153959666e-05,Laag
264,7 (Vuur)wapenmisdrijven,2017,Achtkarspelen,Friesland,0.0,0.0,0.0,Laag
265,9 Misdrijven overige wetten,2013,Achtkarspelen,Friesland,5.0,1.0,4.918839153959666e-05,Laag
266,9 Misdrijven overige wetten,2014,Achtkarspelen,Friesland,0.0,0.0,0.0,Laag
267,9 Misdrijven overige wetten,2015,Achtkarspelen,Friesland,5.0,1.0,4.918839153959666e-05,Laag
268,9 Misdrijven overige wetten,2016,Achtkarspelen,Friesland,5.0,1.0,4.918839153959666e-05,Laag
269,9 Misdrijven overige wetten,2017,Achtkarspelen,Friesland,0.0,0.0,0.0,Laag
270,"Misdrijven, totaal",2013,Alblasserdam,Zuid-Holland,775.0,100.0,0.0076242006886374815,Hoog
271,"Misdrijven, totaal",2014,Alblasserdam,Zuid-Holland,765.0,100.0,0.007525823905558289,Hoog
272,"Misdrijven, totaal",2015,Alblasserdam,Zuid-Holland,840.0,100.0,0.008263649778652238,Hoog
273,"Misdrijven, totaal",2016,Alblasserdam,Zuid-Holland,735.0,100.0,0.007230693556320709,Hoog
274,"Misdrijven, totaal",2017,Alblasserdam,Zuid-Holland,685.0,100.0,0.006738809640924742,Hoog
275,1 Vermogensmisdrijven,2013,Alblasserdam,Zuid-Holland,380.0,49.0,0.003738317757009346,Hoog
276,1 Vermogensmisdrijven,2014,Alblasserdam,Zuid-Holland,350.0,46.0,0.003443187407771766,Hoog
277,1 Vermogensmisdrijven,2015,Alblasserdam,Zuid-Holland,440.0,52.0,0.004328578455484506,Hoog
278,1 Vermogensmisdrijven,2016,Alblasserdam,Zuid-Holland,345.0,47.0,0.0033939990162321692,Hoog
279,1 Vermogensmisdrijven,2017,Alblasserdam,Zuid-Holland,350.0,51.0,0.003443187407771766,Hoog
280,"2 Vernielingen, misdr.openb.orde/gezag",2013,Alblasserdam,Zuid-Holland,160.0,21.0,0.0015740285292670931,Midden
281,"2 Vernielingen, misdr.openb.orde/gezag",2014,Alblasserdam,Zuid-Holland,170.0,22.0,0.0016724053123462863,Midden
282,"2 Vernielingen, misdr.openb.orde/gezag",2015,Alblasserdam,Zuid-Holland,170.0,21.0,0.0016724053123462863,Midden
283,"2 Vernielingen, misdr.openb.orde/gezag",2016,Alblasserdam,Zuid-Holland,125.0,17.0,0.0012297097884899164,Midden
284,"2 Vernielingen, misdr.openb.orde/gezag",2017,Alblasserdam,Zuid-Holland,125.0,18.0,0.0012297097884899164,Midden
285,3 Gewelds- en seksuele misdrijven,2013,Alblasserdam,Zuid-Holland,75.0,9.0,0.0007378258730939499,Midden
286,3 Gewelds- en seksuele misdrijven,2014,Alblasserdam,Zuid-Holland,75.0,10.0,0.0007378258730939499,Midden
287,3 Gewelds- en seksuele misdrijven,2015,Alblasserdam,Zuid-Holland,75.0,9.0,0.0007378258730939499,Midden
288,3 Gewelds- en seksuele misdrijven,2016,Alblasserdam,Zuid-Holland,80.0,11.0,0.0007870142646335466,Midden
289,3 Gewelds- en seksuele misdrijven,2017,Alblasserdam,Zuid-Holland,60.0,8.0,0.0005902606984751599,Midden
290,4 Misdrijven WvSr (overig),2013,Alblasserdam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
291,4 Misdrijven WvSr (overig),2014,Alblasserdam,Zuid-Holland,10.0,2.0,9.837678307919332e-05,Laag
292,4 Misdrijven WvSr (overig),2015,Alblasserdam,Zuid-Holland,0.0,0.0,0.0,Laag
293,4 Misdrijven WvSr (overig),2016,Alblasserdam,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
294,4 Misdrijven WvSr (overig),2017,Alblasserdam,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
295,5 Verkeersmisdrijven,2013,Alblasserdam,Zuid-Holland,145.0,19.0,0.0014264633546483031,Midden
296,5 Verkeersmisdrijven,2014,Alblasserdam,Zuid-Holland,135.0,18.0,0.0013280865715691098,Midden
297,5 Verkeersmisdrijven,2015,Alblasserdam,Zuid-Holland,140.0,17.0,0.0013772749631087064,Midden
298,5 Verkeersmisdrijven,2016,Alblasserdam,Zuid-Holland,150.0,20.0,0.0014756517461878998,Midden
299,5 Verkeersmisdrijven,2017,Alblasserdam,Zuid-Holland,125.0,18.0,0.0012297097884899164,Midden
300,6 Drugsmisdrijven,2013,Alblasserdam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
301,6 Drugsmisdrijven,2014,Alblasserdam,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
302,6 Drugsmisdrijven,2015,Alblasserdam,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
303,6 Drugsmisdrijven,2016,Alblasserdam,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
304,6 Drugsmisdrijven,2017,Alblasserdam,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
305,7 (Vuur)wapenmisdrijven,2013,Alblasserdam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
306,7 (Vuur)wapenmisdrijven,2014,Alblasserdam,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
307,7 (Vuur)wapenmisdrijven,2015,Alblasserdam,Zuid-Holland,0.0,0.0,0.0,Laag
308,7 (Vuur)wapenmisdrijven,2016,Alblasserdam,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
309,7 (Vuur)wapenmisdrijven,2017,Alblasserdam,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
310,9 Misdrijven overige wetten,2013,Alblasserdam,Zuid-Holland,0.0,0.0,0.0,Laag
311,9 Misdrijven overige wetten,2014,Alblasserdam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
312,9 Misdrijven overige wetten,2015,Alblasserdam,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
313,9 Misdrijven overige wetten,2016,Alblasserdam,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
314,9 Misdrijven overige wetten,2017,Alblasserdam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
315,"Misdrijven, totaal",2013,Albrandswaard,Zuid-Holland,1185.0,100.0,0.011657648794884408,Hoog
316,"Misdrijven, totaal",2014,Albrandswaard,Zuid-Holland,1050.0,100.0,0.010329562223315297,Hoog
317,"Misdrijven, totaal",2015,Albrandswaard,Zuid-Holland,1120.0,100.0,0.011018199704869652,Hoog
318,"Misdrijven, totaal",2016,Albrandswaard,Zuid-Holland,1025.0,100.0,0.010083620265617314,Hoog
319,"Misdrijven, totaal",2017,Albrandswaard,Zuid-Holland,965.0,100.0,0.009493359567142154,Hoog
320,1 Vermogensmisdrijven,2013,Albrandswaard,Zuid-Holland,685.0,58.0,0.006738809640924742,Hoog
321,1 Vermogensmisdrijven,2014,Albrandswaard,Zuid-Holland,610.0,58.0,0.0060009837678307925,Hoog
322,1 Vermogensmisdrijven,2015,Albrandswaard,Zuid-Holland,610.0,54.0,0.0060009837678307925,Hoog
323,1 Vermogensmisdrijven,2016,Albrandswaard,Zuid-Holland,575.0,56.0,0.005656665027053615,Hoog
324,1 Vermogensmisdrijven,2017,Albrandswaard,Zuid-Holland,535.0,55.0,0.005263157894736842,Hoog
325,"2 Vernielingen, misdr.openb.orde/gezag",2013,Albrandswaard,Zuid-Holland,190.0,16.0,0.001869158878504673,Midden
326,"2 Vernielingen, misdr.openb.orde/gezag",2014,Albrandswaard,Zuid-Holland,155.0,15.0,0.0015248401377274965,Midden
327,"2 Vernielingen, misdr.openb.orde/gezag",2015,Albrandswaard,Zuid-Holland,195.0,17.0,0.0019183472700442696,Midden
328,"2 Vernielingen, misdr.openb.orde/gezag",2016,Albrandswaard,Zuid-Holland,150.0,15.0,0.0014756517461878998,Midden
329,"2 Vernielingen, misdr.openb.orde/gezag",2017,Albrandswaard,Zuid-Holland,125.0,13.0,0.0012297097884899164,Midden
330,3 Gewelds- en seksuele misdrijven,2013,Albrandswaard,Zuid-Holland,115.0,10.0,0.001131333005410723,Midden
331,3 Gewelds- en seksuele misdrijven,2014,Albrandswaard,Zuid-Holland,105.0,10.0,0.0010329562223315297,Midden
332,3 Gewelds- en seksuele misdrijven,2015,Albrandswaard,Zuid-Holland,115.0,10.0,0.001131333005410723,Midden
333,3 Gewelds- en seksuele misdrijven,2016,Albrandswaard,Zuid-Holland,125.0,12.0,0.0012297097884899164,Midden
334,3 Gewelds- en seksuele misdrijven,2017,Albrandswaard,Zuid-Holland,140.0,14.0,0.0013772749631087064,Midden
335,4 Misdrijven WvSr (overig),2013,Albrandswaard,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
336,4 Misdrijven WvSr (overig),2014,Albrandswaard,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
337,4 Misdrijven WvSr (overig),2015,Albrandswaard,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
338,4 Misdrijven WvSr (overig),2016,Albrandswaard,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
339,4 Misdrijven WvSr (overig),2017,Albrandswaard,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
340,5 Verkeersmisdrijven,2013,Albrandswaard,Zuid-Holland,170.0,14.0,0.0016724053123462863,Midden
341,5 Verkeersmisdrijven,2014,Albrandswaard,Zuid-Holland,155.0,15.0,0.0015248401377274965,Midden
342,5 Verkeersmisdrijven,2015,Albrandswaard,Zuid-Holland,170.0,15.0,0.0016724053123462863,Midden
343,5 Verkeersmisdrijven,2016,Albrandswaard,Zuid-Holland,155.0,15.0,0.0015248401377274965,Midden
344,5 Verkeersmisdrijven,2017,Albrandswaard,Zuid-Holland,130.0,14.0,0.001278898180029513,Midden
345,6 Drugsmisdrijven,2013,Albrandswaard,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
346,6 Drugsmisdrijven,2014,Albrandswaard,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
347,6 Drugsmisdrijven,2015,Albrandswaard,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
348,6 Drugsmisdrijven,2016,Albrandswaard,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
349,6 Drugsmisdrijven,2017,Albrandswaard,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
350,7 (Vuur)wapenmisdrijven,2013,Albrandswaard,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
351,7 (Vuur)wapenmisdrijven,2014,Albrandswaard,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
352,7 (Vuur)wapenmisdrijven,2015,Albrandswaard,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
353,7 (Vuur)wapenmisdrijven,2016,Albrandswaard,Zuid-Holland,0.0,0.0,0.0,Laag
354,7 (Vuur)wapenmisdrijven,2017,Albrandswaard,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
355,9 Misdrijven overige wetten,2013,Albrandswaard,Zuid-Holland,5.0,0.0,4.918839153959666e-05,Laag
356,9 Misdrijven overige wetten,2014,Albrandswaard,Zuid-Holland,0.0,0.0,0.0,Laag
357,9 Misdrijven overige wetten,2015,Albrandswaard,Zuid-Holland,10.0,1.0,9.837678307919332e-05,Laag
358,9 Misdrijven overige wetten,2016,Albrandswaard,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
359,9 Misdrijven overige wetten,2017,Albrandswaard,Zuid-Holland,20.0,2.0,0.00019675356615838664,Midden
360,"Misdrijven, totaal",2013,Alkmaar,Noord-Holland,8100.0,100.0,0.07968519429414658,Hoog
361,"Misdrijven, totaal",2014,Alkmaar,Noord-Holland,7860.0,100.0,0.07732415150024595,Hoog
362,"Misdrijven, totaal",2015,Alkmaar,Noord-Holland,7525.0,100.0,0.07402852926709297,Hoog
363,"Misdrijven, totaal",2016,Alkmaar,Noord-Holland,6960.0,100.0,0.06847024102311855,Hoog
364,"Misdrijven, totaal",2017,Alkmaar,Noord-Holland,5825.0,100.0,0.05730447614363011,Hoog
365,1 Vermogensmisdrijven,2013,Alkmaar,Noord-Holland,4875.0,60.0,0.04795868175110674,Hoog
366,1 Vermogensmisdrijven,2014,Alkmaar,Noord-Holland,4980.0,63.0,0.04899163797343827,Hoog
367,1 Vermogensmisdrijven,2015,Alkmaar,Noord-Holland,4720.0,63.0,0.04643384161337925,Hoog
368,1 Vermogensmisdrijven,2016,Alkmaar,Noord-Holland,4185.0,60.0,0.0411706837186424,Hoog
369,1 Vermogensmisdrijven,2017,Alkmaar,Noord-Holland,3495.0,60.0,0.03438268568617806,Hoog
370,"2 Vernielingen, misdr.openb.orde/gezag",2013,Alkmaar,Noord-Holland,1150.0,14.0,0.01131333005410723,Hoog
371,"2 Vernielingen, misdr.openb.orde/gezag",2014,Alkmaar,Noord-Holland,1060.0,13.0,0.010427939006394491,Hoog
372,"2 Vernielingen, misdr.openb.orde/gezag",2015,Alkmaar,Noord-Holland,1035.0,14.0,0.010181997048696509,Hoog
